adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0001331451-18-000041,0.0,40815000000.0,-10898000000.0,1592000000.0,0.0,62000000.0,50547000000.0,0.0,287488000000.0,4245545000000.0,2781352000000.0,11191000000.0,48000000.0,273574755901.0,1126,0.008986143419
0001331463-18-000056,0.0,38846663000.0,-3692886000.0,634946000.0,170850000.0,-74761000.0,25376558000.0,8379000.0,152237983000.0,1700822709000.0,4529323203000.0,11599000.0,0.0,203920899000.0,1352,0.004088709353
0001331465-18-000044,0.0,3298000000.0,3255000000.0,980000000.0,535000000.0,-113000000.0,59358000000.0,0.0,669691000000.0,3162063000000.0,4521467000000.0,51000000.0,0.0,484382354900.0,1100,0.007976878774
0001331754-18-000043,0.0,79888966000.0,-17389939000.0,1116546000.0,293916000.0,262159000.0,30118905000.0,89020000.0,143881272000.0,1256127072000.0,2808789366000.0,322138000.0,0.0,167972813200.0,1284,0.01199644388
0001331757-18-000005,0.0,4307099000.0,-29710840000.0,1057441000.0,143077000.0,83501000.0,39010162570.0,26608000.0,178488916000.0,3309497483000.0,5618101631000.0,35009000.0,0.0,192605170100.0,1554,0.006035874482
0001331875-18-000015,0.0,1426000000.0,6484000000.0,2850000000.0,5417000000.0,2682000000.0,47377000000.0,16651000000.0,61845000000.0,7350000000.0,24246000000.0,5120000000.0,21794000000.0,86141000000.0004,1314,0.007450785329
0001332349-18-000033,0.0,341130000.0,398839000.0,1024762000.0,9880364000.0,12744610000.0,19808641012.83,4452687000.0,36066122288.8,5079630000.0,40904336000.0,38466058000.0,53337804000.0,48223495000.04,1304,0.006205208243
0001332551-18-000009,0.0,17631628000.0,1298023000.0,544683000.0,2434530000.0,6596000.0,1364552000.0,2218000.0,12193607000.0,1152063000.0,11689706000.0,47524000.0,176572000.0,14713226003.853,1528,0.008402471491000001
0001333170-18-000002,0.0,73845000.0,217686000.0,19931000.0,140140000.0,235257000.0,2370186126.39,249142000.0,2928127000.0,4587000.0,402611000.0,586855000.0,1948418000.0,2298751000.004,1102,0.009902067226
0001333493-18-000025,0.0,20801000.0,295353000.0,2238000.0,24167000.0,48249000.0,1388768000.0,151654000.0,683515000.0,2671000.0,100722000.0,182868000.0,966818000.0,1383718000.004,848,0.003929089005
0001335258-18-000023,0.0,1767647000.0,7433945000.0,1528350000.0,6491368000.0,3801064000.0,23815293000.0,25360030000.0,29203071000.0,69860000.0,20632869000.0,13927702000.0,47340132000.0,30833218000.02,1328,0.001467799883
0001336047-18-000019,0.0,609600000.0,-2394100000.0,1814200000.0,1400900000.0,6010100000.0,5967600000.0,768300000.0,29243100000.0,3775600000.0,3100900000.0,60028800000.0,10632300000.0,71594600001.2,998,0.006845279139
0001336917-18-000009,0.0,1890746000.0,181205000.0,522347000.0,2231638000.0,1343497000.0,10646212180.580002,2123358000.0,21033190061.120003,2740601000.0,11305906000.0,10806596000.0,36810028000.0,19527283000.0,1052,0.003041775958
0001336920-18-000008,0.0,10766000000.0,3563000000.0,1350000000.0,14028000000.0,1221000000.0,6729000556.28,28279000000.0,30340000038.120007,867000000.0,17426000000.0,4003000000.0,41774000000.0,53678000003.8404,1264,0.009972403126
0001338065-18-000006,0.0,3845000000.0,-581000000.0,1983000000.0,5807000000.0,13072000000.0,65048000000.0,3217000000.0,92195000000.0,10678000000.0,69726000000.0,50546000000.0,85617000000.0,103746001000.0,1008,0.0051193393170000006
0001339947-18-000009,0.0,7427000000.0,1937000000.0,171000000.0,2028000000.0,109000000.0,18785000000.0,23943000000.0,82990000000.0,1385000000.0,37057000000.0,3355000000.0,13789000000.0,200942000000.4,548,0.00464391945
0001340127-18-000037,0.0,54929000.0,363394000.0,57692000.0,144305000.0,183805000.0,1027573083.85,499255000.0,1306976000.0,327298000.0,1237870025.8400002,382686000.0,1447469000.0,746529000.04,954,0.0030094855209999998
0001341141-18-000025,0.0,12676000.0,-258899000.0,86762000.0,822492000.0,59031000.0,476804000.0,1914000.0,2919300800.0,56810000.0,2639639000.0,3228225000.0,688269000.0,4136890001.58,542,0.008145292786
0001341318-18-000014,0.0,3539985000.0,174409000.0,15863000.0,5961000.0,23039000.0,295593072.58,0.0,2281066002.6400003,125738000.0,1921615000.0,59864000.0,651000.0,2713304000.9,1630,0.001071667203
0001343034-18-000017,0.0,8310205000.0,-11004000.0,28371000.0,52143000.0,24513000.0,609823736.8,36275000.0,2535714008.26,547175500.0,3531511000.0,67108000.0,52526000.0,5613022800.43,1450,0.02105809808
0001344596-18-000016,0.0,1128498000.0,305159000.0,576552000.0,24970000.0,402580000.0,1523290000.0,14338000.0,4846992000.0,765991000.0,4612405000.0,3052191000.0,6943075000.0,8019572004.82,976,0.007624796590000001
0001345126-18-000014,0.0,821914000.0,736477000.0,556962000.0,678852004.6800001,786829000.0,2584511000.0,8961367000.0,10007631000.0,2065146000.0,6945757000.0,1684284000.0,8261526000.0,12540795004.320002,1390,0.005898674259999999
0001347613-18-000003,0.0,12982000.0,467352000.0,-346817000.0,87392000.0,1615000.0,652723000.0,67000.0,601502000.0,242072000.0,656018000.0,504287000.0,67530000.0,-260264999.9998,580,0.009027091485
0001347652-18-000021,0.0,1381869428.0,-168950087.0,151750208.0,14806894.0,1705494573.0,306109420.0,3437736.0,1542818170.0,567198796.0,1613066196.0,1588634458.0,535224875.0,5448450715.753,1242,0.001702707778
0001348259-18-000008,0.0,4033081000.0,34484132000.0,1134443000.0,2783941000.0,0.0,131897791120.43,1926020000.0,50675212043.880005,15675209000.0,33589720000.0,6088659000.0,26751509000.0,69358609007.47,1888,0.001680551966
0001350102-18-000006,0.0,-1180629.0,232721.0,-29453413.0,13881651.0,111917600.0,74038191.84,4079622.0,707860681.0015,31718647.0,67819640.0,100234419.0,4731516.0,-6258547.99959995,536,0.008276261116
0001350420-18-000003,0.0,4103920.0,2048365.0,5949650.0,12871877.0,119027531.0,49226049.0,0.0,160699728.0,8250000.0,62202243.0,473496638.0,51883695.0,268806575.0,292,0.0399174042
0001350593-18-000017,0.0,209700000.0,1392800000.0,-7000000.0,199000000.0,488600000.0,216300000.0,873900000.0,4439700000.0,4700000.0,3920100000.0,1703100000.0,668000000.0,6720000000.07,518,0.013927955209999999
0001351285-18-000038,0.0,8750000.0,114014000.0,14890000.0,32847000.0,142620000.0,1410940011.44,759287000.0,1131842000.0,1210000.0,778046000.0,373363000.0,2011599000.0,394414000.0022,1038,0.00672905252
0001352010-18-000011,0.0,866047000.0,1647733000.0,450201000.0,523666000.0,347140000.0,593516000.0,803593000.0,4768456000.0,179251000.0,838299000.0,2052860000.0,13551802000.0,9703658000.002,1058,0.006448113484
0001352081-18-000008,0.0,25975655.0,144512532.0,15816826.0,50100520.0,5457014.0,107016326.0,0.0,520809684.0,3524049.0,85630264.0,216085888.0,113910253.0,822230969.0,274,0.05315354392
0001353283-18-000004,0.0,898316000.0,1821892000.0,621916000.0,236652000.0,278024000.0,12064688000.0,2596354000.0,11842300000.0,1923298000.0,4746134000.0,1235647000.0,9178994000.0,6983615000.004001,884,0.004116426779
0001353499-18-000014,0.0,83129.0,340001.0,-1018625.0,17148177.0,1157775.0,7140947.264999999,-687838.0,31850759.0,264000.0,112433674.0,1653568.0,0.0,-58631065.0,466,0.003934586154
0001354488-11-003677,1.0,11068640.0,12911026.0,4184657.0,24628987.0,9261197.0,31249812.0,0.0,1124728402.0,24782150.0,1259901753.0,2002284292.0,14928737.0,2225351459.0002,330,0.02841259921
0001354488-11-004960,1.0,14139311.0,-7267001.0,5077839.0,29690140.0,30518288.0,95209215.0,0.0,1135126333.0,31910554.0,1263518780.0,2063368102.0,47742721.0,2199989106.0002,422,0.01843473212
0001354488-12-001090,1.0,11491543.0,-6085289.0,17402417.0,39124619.0,49035548.0,111459317.0,0.0,1105810655.0,31625123.0,1266267120.0,2243432488.0,64850935.0,2187248209.0002,414,0.01841193791
0001356090-18-000002,0.0,74748000.0,295404000.0,-124445000.0,130463000.0,192934000.0,2321672000.0,2768103000.0,4560306000.0,404208000.0,983573000.0,1149547000.0,2682299000.0,7030550236.0,1236,0.0038676231540000004
0001356104-18-000010,0.0,675699000.0,1526912000.0,507917000.0,897244000.0,496209000.0,3792208000.0,4142503000.0,6380889000.0,280000000.0,2405618000.0,1080950000.0,3268627000.0,8849258000.0,964,0.008654360096
0001357204-18-000018,0.0,879082000.0,4887870002.48,816477000.0,1008413000.0,691320000.0,3520456000.0,16113700000.0,17870557025.940002,3993436000.0,25426370000.0,3538537000.0,9168536000.0,13743403046.274002,1462,0.006453632456
0001357615-18-000033,0.0,1744000000.0,2417000000.0,301000000.0,11111000000.0,1006000000.0,16748000029.89,10644000000.0,49055000000.0,708000000.0,15179000000.0,1852000000.0,65244000000.0,36211000000.964,1390,0.0030344698100000004
0001358071-18-000008,0.0,974000000.0,-6221000000.0,3272000000.0,5741000000.0,19611000000.0,19537000000.0,220000000.0,34653000000.0,7772000000.0,22727000000.0,112298000000.0,2812000000.0,81064000000.002,994,0.01006201169
0001358403-18-000037,0.0,676000.0,340143000.0,30669000.0,53540000.0,20113000.0,588258136.42,28368000.0,870662034.88,260512000.0,276165000.0,185992000.0,10476000.0,984336000.04,754,0.003971384608
0001358651-18-000003,0.0,118531000.0,-12567000.0,312967000.0,5762037000.0,6119307000.0,831975067.0,15042182000.0,31066153000.0,835163000.0,61201438000.0,6791122000.0,7954794000.0,27361109000.0,604,0.00923438707
0001358831-18-000007,0.0,181099000.0,-417607000.0,1015148000.0,193079000.0,4818522000.0,2251990000.0,15285000.0,5766742000.0,1422311000.0,12402042000.0,12927157000.0,1470056000.0,327853028.92,640,0.012137414679999998
0001359687-18-000011,0.0,12443101.0,74247883.0,18695311.0,39954473.0,110704015.0,111284024.0,0.0,314325008.0,13320000.0,21441298.0,496825327.0,109924231.0,320712762.0,330,0.009065830787
0001359841-18-000018,0.0,3752211000.0,2375554000.6000004,1488332000.0,6962685000.0,2541929000.0,16647302045.8,8725551000.0,50955374000.01,18333645000.0,41282852000.0,14118239000.0,30789661000.0,20989646000.4,1422,0.0060587639520000005
0001360530-18-000012,0.0,3861000.0,-113147000.0,208002000.0,595619000.0,771319000.0,3210438178.9400005,3363133000.0,3775847007.96,411033000.0,300865000.0,3233774000.0,6223155000.0,4786462000.04,1056,0.006873402725
0001360604-18-000018,0.0,8196838000.0,-5726617996.43,1404666000.0,757934000.0,22375756000.0,3202224000.0,6451120000.0,37251516000.0,11007052000.0,27647401000.0,63168838000.0,6985742000.0,62270662030.376686,1476,0.004539768898
0001360901-18-000006,0.0,1097471000.0,2157841002.69,1305791000.0,1392905000.0,378818000.0,16139893123.02,1473833000.0,11323484000.0,385968000.0,2963035000.0,726625000.0,20312331000.0,18634387006.53,1372,0.004632942978
0001361658-18-000003,0.0,59082000000.0,264000011.79,5583000000.0,6453000000.0,10319000000.0,25615000000.0,8720000000.0,66864000000.0,7590000000.0,69642000000.0,9197000000.0,43156000000.0,71163000000.04001,1814,0.001792943383
0001362468-18-000008,0.0,168486000.0,-829020000.0,1107224000.0,2336871006.3,1810424000.0,7615875737.65,346092000.0,6243519840.24,929049000.0,10182060000.0,10312235000.0,8257594000.0,13433616007.952,1090,0.006406791125
0001362988-18-000067,0.0,7790041000.0,376057000.0,1485248000.0,961155000.0,3273156000.0,3287652000.0,0.0,15852769244.0,2647741000.0,39910107000.0,19627154000.0,8851806000.0,28469303005.92,1006,0.01275822932
0001363829-18-000026,0.0,2312579000.0,16816141000.0,26167372000.0,690798000.0,108321000.0,123814833000.0,2304776000.0,73263652000.0,3548117000.0,39990447000.0,31454405000.0,7653708000.0,51973597004.0,1948,0.0035497556099999997
0001364099-18-000004,0.0,193697000.0,360380011.52000016,318652000.0,736743000.0,1440137000.0,2291235589.68,769978000.0,3841140028.3,404468000.0,2064591000.0,2347740000.0,3683885000.0,5647848011.521999,1126,0.010960547450000002
0001364250-18-000007,0.0,5624981000.0,-1295677999.08,1013573000.0,415654000.0,36318688000.0,3908365122.76,1812195000.0,33682116316.75,7170193000.0,47296904000.0,57193442000.0,8094525000.0,49548161002.7,1200,0.01293760223
0001364479-18-000005,0.0,942300000.0,-1062800000.0,1295100000.0,6170200000.0,4425800000.0,7903100307.94,4676300000.0,8658600032.34,6865500000.0,11790200000.0,19747200000.0,17085000000.0,24358500000.04,1110,0.01025687561
0001364954-18-000039,0.0,44569000.0,305332000.0,76004000.0,127289000.0,228354000.0,1985933610.88,570512000.0,1867465000.0,297490000.0,284907000.0,742599000.0,2376625000.0,2476880011.644,966,0.007086219436
0001365135-18-000013,0.0,3021100000.0,4417700000.0,2848800000.0,13661100000.0,2251000000.0,48300500167.109985,28754400000.0,65241800095.23,1839300000.0,32787500000.0,6644800000.0,27378100000.0,37628500005.94,1362,0.0048025350050000006
0001365555-18-000052,0.0,8865864000.0,3187657000.0,1552665000.0,5888651000.0,945067000.0,173918901146.24,13486476000.0,111190413017.34,3869523000.0,51307722000.0,32766701000.0,28678477000.0,82777593101.91,2168,0.002480725
0001366340-18-000013,0.0,4262000.0,99486000.0,6655000.0,17029000.0,1399000.0,95475000.0,66894000.0,244482000.0,13617000.0,37679000.0,64300000.0,73558000.0,229050000.6905,554,0.012611451289999999
0001366744-18-000007,0.0,7530891.0,102207600.0,102623449.0,31739795.0,219361001.0,850290710.0,0.0,694116155.0,30000000.0,211306037.0,1202577965.0,1598868626.0,1035093870.0,494,0.01913263904
0001366868-18-000007,0.0,77941000.0,524509000.0,24832000.0,147047000.0,1561171000.0,1408041000.0,105058000.0,6655646000.0,251842000.0,8657231000.0,5366828000.0,889252000.0,3598841000.0002,1172,0.004669181027
0001367064-18-000006,0.0,137498000.0,215377000.0,633528000.0,78921000.0,2265800000.0,2191436000.0,923716000.0,4654028000.0,1671606000.0,7450746000.0,9411325000.0,4882973000.0,10199555000.0,828,0.008487649684
0001367644-18-000014,0.0,375015000.0,765990000.0,327179000.0,262403000.0,444068000.0,1095794000.0,870293000.0,4560532000.0,64432000.0,1229603000.0,2449320000.0,4035644000.0,7875503000.006,968,0.0051759966200000005
0001367859-18-000013,0.0,10998210000.0,157015000.0,-1346000.0,17788000.0,517000.0,274286116.18,31829000.0,2551010000.0,-26856000.0,2586128000.0,19624000.0,0.0,2193010000.1800003,834,0.024325045840000004
0001367920-18-000012,0.0,9045000.0,280758000.0,80645000.0,11909000.0,16929000.0,383902000.0,6810000.0,941690000.0,105675000.0,103194000.0,77489000.0,623874000.0,1392841000.004,642,0.007714337865
0001368265-18-000010,0.0,204730000.0,399379000.0,28539000.0,274675000.0,730944000.0,2738324000.0,680705000.0,5506353000.0,215998000.0,1369113000.0,2684471000.0,2269278000.0,7668057000.0004015,1030,0.006947778918
0001370053-18-000014,0.0,7090000.0,154849000.0,-38162000.0,52762000.0,8466000.0,777000462.6800001,2000000.0,888787000.0,539631000.0,26048000.0,28004000.0,32235000.0,1136540000.0040002,690,0.01131501238
0001370368-18-000005,0.0,26877000000.0,40503000000.0,110438000000.0,181854000000.0,0.0,59330800000.0,284758000000.0,1167442000000.0,13511000000.0,436125000000.0,83543000000.0,391332000000.0,840876000000.0,1664,0.010754862879999999
0001370368-18-000015,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,34545500000.0,5564,0.002017045154
0001370416-18-000003,0.0,292903000.0,595921000.0,-189922000.0,335876000.0,85515000.0,984480000.0,380667000.0,4333325000.0,173488000.0,1052215000.0,663339000.0,3496456000.0,1628627001.5,1062,0.006703255890000001
0001370637-18-000020,0.0,206541000.0,998805000.0,150569000.0,384585000.0,239951000.0,2407194157.0,518248000.0,2488768015.77,247499000.0,979940000.0,926745000.0,2813383000.2,3714388000.004,1182,0.003070577483
0001370702-18-000004,0.0,58212000.0,135810000.0,-3132000.0,74246000.0,19064000.0,810314000.0,9499000.0,1181395049.4099998,156917000.0,169285000.0,99641000.0,599484000.0,962209000.0002,750,0.0123859906
0001370880-18-000011,0.0,205130000.0,410049000.0,40070000.0,1847092000.0,786566000.0,9254485145.34,5518554000.0,12773572367.98,2232558000.0,4544805000.0,1160912000.0,7895926000.0,8637492000.0002,964,0.008715445564999999
0001370880-18-000015,0.0,205130000.0,410049000.0,40070000.0,1847092000.0,786566000.0,9254485145.34,5518554000.0,12773572367.98,2232558000.0,4544805000.0,1160912000.0,7895926000.0,8637492000.0002,964,0.008715445564999999
0001370946-18-000010,0.0,1594000000.0,211000000.0,2701000000.0,4907000000.0,6300000000.0,20550000484.280003,12648000000.0,34497000000.0,4587000000.0,21891000000.0,19875000000.0,46904000000.0,59106000002.27,1162,0.003961058428
0001371285-18-000014,0.0,49115000.0,140246000.0,5839000.0,25678000.0,43767000.0,59671744099.88,26875000.0,784149016.3499999,80947000.0,317063000.0,240540000.0,1049278000.0,689926000.0,1222,0.007763975723999999
0001371451-18-000004,0.0,8522058.0,6334829.0,29029958.0,8873377.0,202020058.0,320373252.0,0.0,346246946.0,-1282032.0,148204344.0,666512923.0,618814992.0,364518004.0,540,0.01014618942
0001371451-18-000008,0.0,2516716.0,11980044.0,8339259.0,6277422.0,116789760.0,47674536.0,0.0,229959622.0,2000000.0,81152001.0,652190026.0,50038660.0,336403621.0,308,0.02212191367
0001372414-18-000007,0.0,37007000.0,268873000.0,-9670000.0,57387000.0,40008000.0,1737795048.0300002,5219000.0,1117211006.57,141085000.0,438710000.0,194793000.0,1903245000.0,310895000.00599986,1204,0.002257223889
0001373670-18-000015,0.0,7678000.0,225414000.0,-69404000.0,125037000.0,4548000.0,444636022.47,0.0,5245018349.17,240953000.0,884905000.0,2492086000.0,3965163000.0,4623858000.04,818,0.005641920353
0001373715-18-000058,0.0,1041646000.0,2697646000.0,1109318000.0,2492734000.0,852669000.0,13825510445.42,4877354000.0,24033361298.22,1068491000.0,9760011000.0,2118592000.0,17095052000.0,8365780101.704,1054,0.007621898534
0001374684-18-000006,0.0,271067000.0,166670000.0,-37907000.0,31981000.0,23127000.0,3021422047.2,532111000.0,2788422011.71,639826000.0,904162000.0,161151000.0,1383078000.0,1460905000.0,862,0.00433377729
0001375151-18-000006,0.0,6959000.0,920774000.0,-213356000.0,99681000.0,16241000.0,735924084.73,220418000.0,1672949000.0,483290000.0,287786000.0,112389000.0,156074000.0,1207467009.443,846,0.004432551464000001
0001376139-18-000016,0.0,384300000.0,2543200004.0,971100000.0,4051200000.0,25859200000.0,29909200000.0,123400000.0,15299300000.0,628800000.0,8079600000.0,13699000000.0,52420100000.0,24911500010.04,1220,0.01000993357
0001376474-18-000014,0.0,0.0,0.0,0.0,0.0,0.0,9402.0,0.0,0.0,0.0,0.0,6268.0,0.0,6268.0002,40,0.7472170796
0001376474-18-000015,0.0,0.0,0.0,0.0,0.0,0.0,192483.0,0.0,0.0,0.0,0.0,128322.0,0.0,0.00019999999494757506,38,0.4450313135
0001376474-18-000027,0.0,7672.0,63969.0,0.0,718724.0,49718.0,4152338.0,24021.0,211459.0,493000.0,3136453.0,2835836.0,6903756.0,-2185089.998,142,0.04223170968
0001376474-18-000029,0.0,0.0,64.0,-46778.0,22000.0,0.0,126336.0,0.0,2007.0,53091.0,26061.0,18386.0,0.0,-108924.998,100,0.09130343078
0001376474-18-000053,0.0,50000.0,1097000.0,-186000.0,41000.0,7199000.0,8940000.0,0.0,16294000.0,-34000.0,0.0,828000.0,0.0,2743000.0,182,0.07161430707000001
0001376474-18-000064,0.0,9468464924.0,952150855.0,344000.0,43527122.0,58144399.0,2701981063.0,0.0,8078711206.0,27644345.0,1052298860.0,241567578.0,2462911718.0,2853020907.0,792,0.019323809530000003
0001376912-18-000005,0.0,136239.0,389218.0,-117642.0,0.0,1703077.0,2153267.0,0.0,15810346.0,0.0,8621441.0,7155104118.0,0.0,-7436733.0,240,0.028798698470000002
0001376986-18-000007,0.0,6011000000.0,-122000000.0,1230000000.0,4460000000.0,59424000000.0,16529000000.0,127000000.0,214979000000.0,788000000.0,344010000000.0,194832000000.0,10450000000.0,171765000000.0,728,0.003925751242
0001377789-18-000010,0.0,203865000.0,228208000.0,17493000.0,125108000.0,124530000.0,656127000.0,0.0,653067000.0,34000000.0,431527000.0,274314000.0,832716000.0,580486000.04,654,0.01959265976
0001377848-18-000002,0.0,306693483.0,75757009.0,35749531.0,35719183.0,42467945.0,177711229.0,0.0,591919146.0,12072374.0,506449168.22,143212448.0,66062182.0,1364857729.0,484,0.01125786037
0001378453-18-000009,0.0,270905000.0,197813000.0,283339000.0,1608428000.0,4612780000.0,22042465000.0,1282743000.0,8227964000.0,100000000.0,4600979000.0,30959422000.0,34459792000.0,7823477000.0,946,0.0050640782459999995
0001378718-18-000008,0.0,528080000.0,182032000.0,-14962000.0,2006833000.0,13985000.0,628521000.0,3718986000.0,7888681000.0,73277000.0,5725185000.0,235952000.0,703074000.0,6317821000.004001,372,0.018819912419999998
0001378992-18-000009,0.0,1856000000.0,958000000.0,296000000.0,26365000000.0,427000000.0,2694000000.0,21892000000.0,37424000000.0,10000000.0,19040000000.0,5118000000.0,3278000000.0,32920000000.0,404,0.010739164850000002
0001379041-18-000030,0.0,927400000.0,47200000.0,382700000.0,272400000.0,139500000.0,35594800000.0,150300000.0,19834100016.09,20200000.0,11371900000.0,6503000000.0,2333300000.0,17241700001.24,1336,0.01313098328
0001379895-18-000003,0.0,4913000000.0,10300000000.0,1324000000.0,4525000000.0,8747000000.0,14764300164.14,3787000000.0,60651000016.01,5347500000.0,90835000000.0,37072000000.0,35220000000.0,39758000000.05,1300,0.004986677145
0001380846-18-000007,0.0,38609199000.0,26240000.0,124495000.0,134278000.0,33598000.0,2678810000.0,528234000.0,10988220000.0,2085297000.0,8637976000.0,67274000.0,158000.0,15147243000.0,1848,0.00396275427
0001381668-18-000027,0.0,153563947000.0,1119401000.295,195174000.0,246004000.0,11181000.0,632775013.27,12524000.0,37460770002.97,3497090000.0,40653484000.0,128186000.0,1361000.0,41156530000.04,754,0.0018491390220000002
0001382821-18-000008,0.0,36786000.0,834186000.0,-26218000.0,98483000.0,61676000.0,2547163039.85,69095000.0,1438442000.0,349632000.0,203189000.0,295162000.0,824570000.0,2995669000.006,724,0.008958065050999999
0001383312-18-000007,0.0,1126000000.0,1024500000.0,158300000.0,1382000000.0,74500000.0,6053200032.67,3487700000.0,11370200000.0,458400000.0,12169300000.0,1195500000.0,10338900000.0,17062800002.105,608,0.004527940552
0001383650-18-000005,0.0,1227000000.0,505000000.0,779000000.0,2577000000.0,1105000000.0,12112000000.0,0.0,39346000000.0,14777000000.0,116356000000.0,39870000000.0,13842000000.0,54350000000.0,598,0.01918957465
0001384072-18-000020,0.0,135985000.0,35178000.0,37782000.0,517721000.0,197874000.0,345109000.0,4450000.0,7284739000.0,9833000.0,7713340000.0,13440161000.0,282822000.0,7370667000.001999,468,0.008123329754
0001384101-18-000006,0.0,31311000.0,155281000.0,-78862000.0,29926000.0,32582000.0,522290045.56,38014000.0,908700029.36,122574000.0,233926000.0,143419000.0,588119000.0,286771000.00399995,768,0.008294980289
0001385508-18-000024,0.0,27455850.0,24578217.0,800389.0,9527270.0,31496.0,103245476.0,56843799.0,202715962.0,7392876.0,40384488.0,29390672.0,75964059.0,84300133.005,568,0.02042749832
0001385613-18-000013,0.0,814226000.0,3270720000.0,1187000.0,2767519000.0,1163000.0,15986354267.94,0.0,14407472124.150003,6711313000.0,4600875000.0,2100799000.0,4138641000.0,15143714000.2,1348,0.006610920159
0001385849-18-000018,0.0,9325000.0,188651000.0,-24463000.0,120445000.0,58429000.0,92160084.37,75382000.0,1896834000.0,42983000.0,402708000.0,448233000.0,509551000.0,917154000.0,944,0.009883306869
0001386278-18-000013,0.0,604871000.0,4912168000.0,489767000.0,277689000.0,504864000.0,5813479108.19,3704962000.0,9846008000.0,510001000.0,7359338000.0,1208460000.0,6285771000.0,11670885000.002,1190,0.001806067439
0001387131-18-000116,0.0,39676000.0,323473000.0,-4274000.0,63152000.0,4121000.0,4516000.0,37006000.0,870064000.0,18069000.0,107472000.0,109679000.0,361308000.0,843206002.0,608,0.015377419540000001
0001387131-18-000285,0.0,305219.0,89844.0,-2880203.0,4525652.0,547572.0,9437349.0,89161671.0,7383769.0,2586001.0,5084840.3,6017946.0,625757.0,152267089.03300002,748,0.003108231971
0001387131-18-000571,0.0,2576691000.0,56198000.0,8541000.0,4077000.0,1414000.0,323004049.0,5186000.0,1564587000.0,54350000.0,1655966000.0,14103000.0,148000.0,1476025029.32,984,0.002743642224
0001387131-18-000580,0.0,12357937.0,12365029.0,3160379.0,7114301.0,14853493.0,48931081.62000001,54927187.0,163169966.61,13561238.0,88766144.0,72342161.0,41003199.0,228085091.0,644,0.008644376500999999
0001387131-18-000667,0.0,0.0,65946587.0,-10126102.0,6989721.0,602024.0,11986631.0,109524587.0,73168435.0,7190284.0,17364766.0,3381035.0,0.0,125291048.0004,206,0.032539859569999996
0001387131-18-000776,0.0,16761796.0,448108823.0,-224342066.0,28839089.0,1260269.0,574321409.0,15431289.0,1425963845.0,302783012.0,47702746.0,143092018.0,94116110.0,962855604.004,556,0.021356216769999995
0001387131-18-000907,0.0,2472137048.0,86876570.64,21340393.0,1877264.0,9497646.0,242713771.95000005,0.0,1550028608.0,258701871.0,844023815.0,20515642.0,-14927.0,1630802452.72,1332,0.006085505101
0001387131-18-001078,0.0,13565750000.0,184500000.0,31881000.0,3819000.0,47240000.0,705158000.0,61457000.0,10293595000.0,159570000.0,7841287000.0,277980000.0,9000.0,8589021000.4,1674,0.003102601715
0001387131-18-001080,0.0,2086090.0,63744299.0,-36292842.0,17064068.0,8307113.0,57749798.0,195851388.0,253153498.0,71027563.0,48661993.0,69895219.0,19631232.0,204146293.00039995,596,0.009184847962
0001387131-18-001104,0.0,5772000.0,65361000.0,-87808000.0,15840000.0,8018000.0,201197000.0,0.0,347535000.0,78915000.0,38485000.0,72385000.0,61558000.0,242427000.00039995,662,0.008024103247
0001387131-18-001140,0.0,381917.0,864689010.0,3120695993.0,70290572.0,0.0,791180011.0,0.0,2902099197.0,131268237.0,43310864.0,5033835.0,0.0,3937363310.0,496,0.0131561955
0001387131-18-001191,0.0,20895984.0,7003883.0,-2937472.0,43380954.0,14171793.0,3038476010.0,0.0,532525550.0,51918685.0,232882784.0,46851994.0,425428569.0,675034323.002,708,0.02261236047
0001387131-18-001199,0.0,65671000.0,237081000.0,59993000.0,41021000.0,77150000.0,836743000.0,304061000.0,515210166.11,73975000.0,1777689000.0,148799000.0,1542969000.0,569355000.0,870,0.010165163290000001
0001387131-18-001267,0.0,-32483.0,121458.0,-1406404.0,4871014.0,278.0,4336588.15,1641161.0,960126.2,1388146.0,16724425.0,2224693.0,98918.0,-8098844.999599992,342,0.034607969669999995
0001387131-18-001278,0.0,3944839000.0,105657000.0,22995000.0,2638000.0,26183000.0,412303000.0,37247000.0,1910411000.0,907209000.0,2216937000.0,79954000.0,4409000.0,2469221001.94,1288,0.0035270501
0001387131-18-001291,0.0,421857.0,689329.0,-384631.0,24230268.0,9960801.0,9563430.0,1079269.0,119426102.0,-401615.0,80258906.0,35381833.0,2415224.0,-30706466.98,304,0.03172037645
0001387131-18-001293,0.0,2641171.0,17192582.0,-12329467.0,35410558.0,27536467.0,105833922.87,3756924.0,227254055.09,0.0,556430047.0,45376989.0,12504795.0,-343818827.996,538,0.01667536349
0001387131-18-001319,0.0,2167000.0,5452000.0,-1201000.0,4209000.0,40105000.0,5108000.0,122000.0,188754000.0,2353000.0,5448000.0,52282000.0,62922000.0,28781000.04000002,436,0.00617214576
