adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0001387467-18-000006,0.0,180715000.0,440618000.0,39923000.0,239132000.0,434589000.0,762971531.4000001,83701000.0,1888411000.0,119994000.0,487228000.0,1779961000.0,601586000.0,3228132006.068,658,0.00349286435
0001388430-18-000004,0.0,2036561000.0,-606200000.0,431817000.0,501564000.0,1592685000.0,1174358000.0,94639000.0,6340239000.0,2147631000.0,12283258000.0,9342743000.0,1706915000.0,9195481000.0002,974,0.006919667590000001
0001389050-18-000006,0.0,194031000.0,-1044476996.8449998,1810076000.0,713898000.0,4017604000.0,4503408000.0,912590000.0,6921820000.0,3951785000.0,11643459000.0,11687908000.0,5614269000.0,13915408000.04,1228,0.01082694251
0001390213-18-000007,0.0,8585368000.0,481511001.9499999,706321000.0,7287885000.0,2027297000.0,4253652000.0,8355620000.0,27589540010.11,5666754000.0,23796149000.0,22184181000.0,7999263000.0,55936099000.004005,1292,0.005379704295
0001390777-18-000069,0.0,356233000000.0,38725100002.26,15014000000.0,-922000000.0,9087000000.0,471332000429.8001,85601000000.0,3758452000000.0,49946000000.0,892202000000.0,3456000000.0,87984000000.0,1250553000000.04,2106,0.003935619673
0001390844-18-000003,0.0,2017800000.0,2736100000.0,1227200000.0,1593300000.0,1693500000.0,12156500000.0,3627600000.0,23355600000.0,3076600000.0,14079900000.0,4747500000.0,23743200000.0,27125400000.03,1342,0.002553919527
0001391127-18-000016,0.0,138286000.0,58677000.0,18497000.0,29764000.0,563979000.0,823187047.0600003,230351000.0,1813071000.0,92100000.0,287433000.0,453732000.0,1172994000.0,1303112000.004,958,0.006369969383
0001391609-18-000016,0.0,31900.0,102525.0,-361651.0,3111945.0,0.0,2027819.0,16030.0,201629.0,8900.0,6753171.0,195420.0,8121.0,-4598741.999500001,284,0.03424749753
0001391609-18-000049,0.0,143140.0,89332.0,-1043037.0,2202810.0,0.0,13658642.49,0.0,3866945.0,1085000.0,6844344.0,3873904.0,-1090.0,-6694960.9998,302,0.022218306830000003
0001391609-18-000060,0.0,111138.0,1007116.0,-275061.0,2103179.0,0.0,2617738.0,0.0,49027.0,811410.0,5629600.0,867631.0,0.0,1995770.0,212,0.02944709003
0001391609-18-000062,0.0,0.0,534.0,-136699.0,1500144.0,0.0,2527788.0,0.0,1656372.0,36500.0,4895118.0,43398.0,0.0,134637560.004,226,0.008854303202
0001392091-18-000031,0.0,13597000.0,-153717000.0,167875000.0,15317000.0,1026947000.0,1065517000.0,138246000.0,936020000.0,1177813000.0,713550000.0,2006001000.0,1445717000.0,1336801000.0,786,0.01465266199
0001392972-18-000068,0.0,163420000.0,587045000.0,-24126000.0,16692000.0,91498000.0,930145000.0,604989000.0,2000895000.0,104890000.0,1640882000.0,243442000.0,5358732000.0,492311026.454,1040,0.01264996125
0001393066-18-000003,0.0,1764000000.0,-470000000.0,396000000.0,1646000000.0,11835000000.0,2288000000.0,542000000.0,76367000000.0,195000000.0,10406000000.0,11293000000.0,21491000000.0,25365000000.003,994,0.007729986252
0001393311-18-000004,0.0,0.0,4852244021.8,7111995000.0,702454000.0,60144477000.0,3877537231.03,1073676000.0,22689896000.0,3480266000.0,6217956000.0,113326650000.0,24011189000.0,127350019047.02,1074,0.01188758683
0001393612-18-000012,0.0,519349000000.0,39810000000.0,13953000000.0,9742000000.0,1369000000.0,127294000000.0,2138000000.0,222939000000.0,19365000000.0,328040000000.0,6532000000.0,4931000000.0,528311000198.58,1550,0.004814287423
0001393726-18-000013,0.0,2421121000.0,673745000.0,70971000.0,537282000.0,163980000.0,8374924000.0,1202924000.0,9934348000.0,10613586000.0,13898845000.0,561958000.0,2984997000.0,10884241000.002,2008,0.0024918183
0001393883-18-000008,0.0,81994000.0,60326000.0,142565000.0,75222000.0,113309000.0,1936778448.03,1406010004.6,1357840000.0,169019000.0,1932342000.0,291676000.0,1300381000.0,2831582002.21,1050,0.005734331343
0001393905-18-000014,0.0,11716.0,270209.0,-942062.0,1063292.0,-9967.0,2083669.0,0.0,460855.0,1044522.0,1902426.0,1500113.0,103208.0,-173519.99799999956,314,0.008899702461
0001393905-18-000016,0.0,0.0,613618.0,-736509.0,2505718.0,-29581.0,3645829.51,0.0,1055586.0,737436.0,9048129.0,1842148.0,77099.0,-7643721.998,362,0.007027892247
0001393905-18-000018,0.0,-9000.0,28016.0,-43955.0,28091.0,0.0,16682.0,0.0,7428.0,48755.0,97012.0,4519.0,0.0,-39288.995999999985,164,0.07033722114
0001393905-18-000024,0.0,0.0,22494.0,-30386.0,-527.0,0.0,37758.0,0.0,25554.0,25000.0,105600.0,37758.0,0.0,-22268.99799999999,122,0.1082116847
0001393905-18-000037,0.0,107455.0,137233.0,-248359.0,849040.0,0.0,680778.0,945885.0,957196.0,164866.0,2661114.0,5646.0,238309.0,-367308.9996000007,250,0.04186194567
0001393905-18-000049,0.0,2527.0,117103.0,-145564.0,846578.0,0.0,966045.0,0.0,-1157231.0,62368.0,1571489.0,122605.0,0.0,-382379.0,240,0.04363232164
0001393905-18-000052,0.0,-2000.0,3150.0,-11050.0,11150.0,0.0,17310.0,0.0,41930.0,8575.0,80350.0,5175.0,4000.0,4595.001999999975,124,0.07334195764
0001393905-18-000063,0.0,36000.0,306996.0,-531362.0,267611.0,1377.0,2298565.0,0.0,318782374971.0,628257.0,2007887.0,156543.0,0.0,-4893452.998,252,0.031374440249999996
0001393905-18-000065,0.0,20653.0,114021.0,388.0,176734.0,1641.0,178861.0,7638.0,712711.0,10367.0,977937.0,23247.0,100065.0,-37611.8996,294,0.02055273899
0001393905-18-000084,0.0,106088.0,1111863.0,-485765.0,1913018.0,0.0,1872277.0,1035886.0,1614952.0,717158.0,3647970.0,19642.0,434950.0,-371685.9996000007,362,0.01141451602
0001393905-18-000103,0.0,951.0,39282.0,-67182.0,915872.0,0.0,232623.0,0.0,53762.0,15940.0,1861486.0,23802.0,0.0,-2033733.0,174,0.05402216357000001
0001393905-18-000105,0.0,105963.0,13506.0,-57625.0,1736088.0,-1653.0,3274638.0,3360.0,185872.0,93533.0,3343280.0,92299.0,1085994.0,-2979878.998,302,0.03653975794
0001393905-18-000113,0.0,0.0,868011.0,-516385.0,353040.0,0.0,3675127.0,0.0,9401375.295,1104409.0,4247339.0,2070844.0,0.0,969095.0003999992,222,0.02404038068
0001393905-18-000119,0.0,642356.0,416382.0,-416863.0,1081983.0,41603.0,4301678.0,210094.0,2434678.0,670000.0,1813374.0,1796444.0,3803114.0,1969518.1020000004,222,0.04284865921
0001394074-18-000004,0.0,1641000000.0,-2497000000.0,4594000000.0,1060000000.0,11468000000.0,9022000000.0,6410000000.0,136938000000.0,7395000000.0,70170000000.0,84470000000.0,17377000000.0,171340000000.0,894,0.0063041679489999995
0001394156-18-000009,0.0,1335119.0,-23425840.0,47247506.0,24211548.0,188521852.0,486374539.0,148063183.0,488893511.0,15865922.0,1094421055.0,363968760.0,759560883.0,165324278.00030002,752,0.01268145396
0001395942-18-000028,0.0,12838000000.0,446700000.0,1448900000.0,3140300000.0,12078000000.0,15265200000.0,12723400000.0,50642300000.0,4048500000.0,36024700000.0,8489100000.0,25238300000.0,25418600003.62,1184,0.01090363959
0001396009-18-000011,0.0,1590164000.0,748019002.1999999,1827180000.0,2719322000.0,9577597000.0,11204169325.55,16956826000.0,42895942097.380005,3637614000.0,34357554000.0,28695510000.0,27699045000.0,48077383002.0,1526,0.0062958114370000005
0001396446-18-000023,0.0,988713000.0,21926291000.0,675178000.0,3112085000.0,37709000.0,15196948085.01,0.0,225105937024.18,378418557000.0,363670206000.0,29935000.0,0.0,38767074062.91,1246,0.0054897776040000006
0001396814-18-000009,0.0,70887000.0,-90104000.0,79259000.0,162311000.0,162747000.0,2567627000.0,212848000.0,3022800047.32,1083651000.0,1367648000.0,1134049000.0,2647712000.0,2605628000.0039997,910,0.01048145262
0001397187-18-000013,0.0,28373000.0,2767049000.0,1173267000.0,686960000.0,1158948000.0,9818901111.88,166011000.0,10439776059.03,8325000.0,1721756000.0,7812269000.0,12111835000.0,15703215000.03,1056,0.0017413053279999998
0001397403-18-000004,0.0,75242000.0,163020000.59,-30517000.0,180760000.0,15832000.0,367338019.05,67196000.0,1619074000.0,160561000.0,243421000.0,44841000.0,65763000.0,1674738000.3000002,850,0.006896018042
0001397911-18-000011,0.0,2309955000.0,3034114002.0,1293955000.0,4875254000.0,1250027000.0,15999232553.349997,8750815000.0,15424730000.0,3896243000.0,20657943000.0,4609405000.0,26464633000.0,22711960002.002003,1140,0.009170580926
0001397911-18-000015,0.0,2309955000.0,3034114002.0,1293955000.0,4875254000.0,1250027000.0,15999232553.349997,8750815000.0,15424730000.0,3896243000.0,20657943000.0,4609405000.0,26464633000.0,22711960002.002003,1140,0.009170580926
0001398432-18-000007,0.0,974957.0,3872639.0,-6623473.0,19874642.0,2641161.0,137166275.35,8243170.0,67263159.92,4502846.0,140757445.0,20005487.0,34051054.0,-27085331.996999994,1004,0.01595630403
0001398432-18-000012,0.0,974957.0,3872639.0,-6623473.0,19874642.0,2641161.0,137166275.35,8243170.0,67263159.92,4502846.0,140757445.0,20005487.0,34051054.0,-27085331.996999994,1004,0.01595630403
0001398432-18-000038,0.0,1696193.0,16935137.0,-5059745.0,11715544.0,1366799.0,67984103.0,3437421.0,61991053.0,9685759.0,23638808.0,14545443.0,27310397.0,22393215.002,516,0.009320165863
0001398987-18-000017,0.0,806000000.0,1451000000.54,1841000000.0,3500000000.0,4457000000.0,24683000000.0,30550000000.0,29234000000.0,1649000000.0,42637000000.0,5695000000.0,56680000000.0,38551000057.83,1134,0.005167234381
0001399249-18-000012,0.0,97691000.0,198839001.19,185780000.0,86970000.0,8194000.0,627337036.84,0.0,800940003.5699999,113513000.0,170544000.0,104928000.0,616269000.0,2520644001.21,1076,0.005588117844
0001399306-18-000007,0.0,4815.0,250962.0,-149927.0,10754529.0,0.0,6827525.0,0.0,8166889.0,270078.0,53996856.0,127010.0,34859.0,-39760983.998,240,0.028445982589999995
0001401257-18-000060,0.0,264856000.0,499394000.0,192764000.0,1081830000.0,412889000.0,5370957085.02,5628895000.0,12677673000.0,369443000.0,2540402000.0,2151028000.0,3903319000.0,17017618000.02,1198,0.00555328821
0001401521-18-000044,0.0,177558000.0,1471383000.0,178375000.0,708932000.0,82629000.0,8264829000.0,522264000.0,5851103000.0,228370000.0,2835241000.0,9016428000.0,4733479000.0,6416991001.3404,1416,0.004034965604
0001401680-18-000004,0.0,400221000.0,807132000.0,146558000.0,303205000.0,177798000.0,3978774182.67,514707000.0,4325863000.0,357150000.0,3329278000.0,534203000.0,3772052000.0,1456640035.5503,1110,0.002802134846
0001401708-18-000058,0.0,54643500.0,86015000.0,-101098000.0,120244000.0,49272000.0,691635088.8699999,0.0,1531768022.94,184572000.0,439094000.0,286795000.0,872657000.0,653271010.9604001,876,0.01148209927
0001401835-18-000019,0.0,0.0,3149782.0,-657353.0,185676.0,57306.0,1456023.0,0.0,2833555.0,1831884.0,192816.0,366760.0,0.0,2570425.003000001,198,0.02537409849
0001402057-18-000038,0.0,6308600000.0,344000002.655,1660300000.0,18817300000.0,1978700000.0,43764200311.81,24652100000.0,26199100000.0,6339700000.0,48978900000.0,5998000000.0,71702200000.0,26127100000.050003,1084,0.013939191909999999
0001402281-18-000017,0.0,20754000.0,-71638000.0,34557000.0,1842841000.0,1524388000.0,1436758005.73,0.0,5545116002.860001,162439000.0,2565773000.0,5387153000.0,0.0,-2790460999.996,802,0.009122036175
0001402829-18-000003,0.0,2080337000.0,-136739000.0,82461000.0,150454000.0,539836000.0,233410126.9,515529000.0,5057550000.21,279436000.0,1720975000.0,1146765000.0,5442007000.0,2765475000.04,1060,0.003265955159
0001403161-18-000009,0.0,5812000000.0,29027000000.0,5270000000.0,10751000000.0,291000000.0,153384000110.24,86229000000.0,192956000000.0,675000000.0,150458000000.0,4913000000.0,12910000000.0,327213000114.02,520,0.02036061358
0001403256-18-000053,0.0,992102000.0,1593654000.94,-122861000.0,99630000.0,150108000.0,6982799000.0,986008000.0,51619428000.0,2656900000.0,15425239000.0,1065599000.0,7981866000.0,8480464000.0,886,0.009337174414
0001403431-18-000018,0.0,277282000.0,176945000.0,112438000.0,188210000.0,362952000.0,1448682050.4,377299000.0,1233007106.5699995,40962000.0,784281000.0,1948065000.0,3591443000.0,2451674000.02,1198,0.006335789372000001
0001403475-18-000006,0.0,14766119000.0,1524371003.04,76075000.0,10175000.0,44859000.0,1700526663.14,41261000.0,9704958054.93,305837000.0,10352980000.0,95994000.0,0.0,6183582100.0,1544,0.0034653381660000003
0001403528-18-000009,0.0,-90600000.0,17383921000.0,-1597438000.0,6306752000.0,145108000.0,12913398000.0,550900000.0,209788376000.0,1845794000.0,11595960000.0,1021184000.0,9563803000.0,400705864013.02,998,0.002433552472
0001403853-18-000006,0.0,80934000.0,58023000.0,-12422000.0,161027000.0,374532000.0,495401078.34,80800000.0,1823337010.02,76000.0,875379000.0,963623000.0,240564000.0,2258246000.0220003,596,0.028781722510000003
0001404912-18-000005,0.0,1355739000.0,11460223000.0,76905510000.0,13265015000.0,447502000.0,25196857000.0,1879308000.0,399503854000.0,46830169000.0,118989961000.0,1924481000.0,7466657000.0,616095839025.0,1396,0.0054671091249999994
0001405041-18-000004,0.0,1849000000.0,2520000000.0,1417000000.0,3113000000.0,3193000000.0,21064000000.0,4940000000.0,39893000000.0,178000000.0,34800000000.0,22462000000.0,22414000000.0,37220000000.04,2216,0.005260721538
0001405495-18-000015,0.0,285291000.0,1426030000.0,874709000.0,145613000.0,220662000.0,1572264227.61,2836023000.0,13471090347.04,2128084000.0,4804613000.0,291801000.0,5979256000.0,17936727005.62,1042,0.01110861453
0001406587-18-000002,0.0,33205000.0,1585866000.0,301536000.0,8188000.0,802887000.0,1180376000.0,76696000.0,4825843000.0,34779000.0,1102925579.7705998,971496000.0,2532066000.0,7873555002.0,1176,0.004824834886
0001406666-18-000017,0.0,317062000.0,307451000.0,-43989000.0,237215000.0,159579000.0,2308714074.41,257750000.0,2560508011.33,171985000.0,629468000.0,354114000.0,4701898000.0,1851078000.1,894,0.01013247391
0001407805-18-000004,0.0,384363.0,1718207.0,102818.0,0.0,4878532.0,3071772.0,0.0,22157471.0,0.0,9474160.0,21085969578.0,685582.0,2968078.0,278,0.01924086833
0001408075-18-000009,0.0,2421400000.0,-577600000.0,1746800000.0,8828300000.0,7854100000.0,11316800000.0,10397900000.0,36531200000.0,3602600000.0,17507100000.0,15199000000.0,21600100000.0,31784300000.04,1366,0.006932343366000001
0001408075-18-000015,0.0,2421400000.0,-577600000.0,1746800000.0,8828300000.0,7854100000.0,11316800000.0,10397900000.0,36531200000.0,3602600000.0,17507100000.0,15199000000.0,21600100000.0,31784300000.04,1366,0.006932343366000001
0001408100-18-000018,0.0,1091400000.0,613500000.0,354100000.0,1351600000.0,19577900000.0,8826800000.0,905100000.0,23136700000.0,8334200000.0,13473700000.0,39559000000.0,7719200000.0,36161200001.7401,1462,0.004797687231
0001408534-18-000010,0.0,15392214000.0,106633001.71999998,51702000.0,9533000.0,71430000.0,1218146000.0,63196000.0,5732969000.0,479211000.0,5173169000.0,205050000.0,9823000.0,6164974002.0,1320,0.00413392968
0001409375-18-000007,0.0,39913000.0,60813000.0,-2815000.0,40131000.0,43745000.0,203035000.0,40785000.0,335693000.0,115643000.0,123065000.0,127172000.0,377820000.0,354120000.02,620,0.005564601044
0001409775-18-000010,0.0,562173979000.0,18147719000.0,2612105000.0,2789108000.0,3846432000.0,30757564000.0,59174962000.0,528911710000.0,32615935000.0,334704753000.0,9638571000.0,724889000.0,412868274000.04,1754,0.005772293734
0001409970-18-000231,0.0,8136604000.0,668514000.0,-514966000.0,1736557000.0,209219000.0,9579378037.43,677265000.0,42426243000.0,17036330000.0,8961304000.0,1679972000.0,15924632000.0,16288031000.02,1500,0.004819292974
0001410384-18-000012,0.0,40375000.0,181467000.0,18265000.0,96312000.0,73041000.0,1348791218.5,176245000.0,1318051032.87,74300000.0,350898000.0,376997000.0,1392127000.0,1080390000.0004,1108,0.009427663020000001
0001410636-18-000076,0.0,1365000000.0,1016000000.0,3933000000.0,13683000000.0,14536000000.0,10841000000.0,22769000000.0,104631000000.0,3030000000.0,56365000000.0,167843000000.0,16477000000.0,134803000004.54,1108,0.002313219432
0001410939-18-000013,0.0,1052000.0,1561761000.0,-307646000.0,69964000.0,6701000.0,1485809445.9399998,268754000.0,2131738071.96,36918000.0,610236000.0,229661000.0,573628000.0,283500000.00399995,704,0.01547846132
0001411059-18-000013,0.0,1698273000.0,654731000.0,149426000.0,2393091000.0,5221487000.0,1164762000.0,0.0,2640727000.0,247258000.0,4728616000.0,6839766000.0,1315625000.0,9834088011.823,716,0.02955798047
0001411342-18-000020,0.0,219989000.0,413226000.0,261235000.0,431206000.0,0.0,4424962000.35,0.0,13565398084.38,537262000.0,5627211000.0,0.0,0.0,10501060120.32,1134,0.006293111965
0001411488-18-000011,0.0,525271000.0,4080391000.0,791691000.0,2668569000.0,630325000.0,16478682133.94,6135967000.0,23419285000.0,9033002000.0,16033519000.0,1373750000.0,18433860000.0,14276128001.373,1334,0.002433503443
0001411494-18-000010,0.0,5641642000.0,5799411000.0,2006191000.0,3121261000.0,1106709000.0,13492218000.0,1204806000.0,138237479000.0,1069884000.0,27675319000.0,1015373000.0,19674939000.0,296569454005.06,1278,0.003781796567
0001411579-18-000014,0.0,655200000.0,-1520099998.4,1457900000.0,5984500000.0,5984100000.0,23442800000.0,14763900000.0,71327000000.0,1162800000.0,38368500000.0,44899000000.0,45692400000.0,43168100002.42,1610,0.0007025039005
0001412100-18-000015,0.0,1004090000.0,8045398000.0,1562964000.0,271180000.0,41844000.0,108600898170.92,935254000.0,55816137012.12,480967000.0,12886430000.0,13570300000.0,21608671000.0,22013852001.870003,1514,0.007048799892
0001412270-18-000012,0.0,28159000.0,254533000.0,64560000.0,67123000.0,34923000.0,944452000.0,231959000.0,1020069000.0,67239000.0,197854000.0,147561000.0,1035828000.0,905184000.004,948,0.005170032176
0001412665-18-000046,0.0,24169577000.0,132647001.91,111964000.0,40153000.0,63050000.0,2156644000.0,281931000.0,9133079000.0,1049920000.0,6153928000.0,388681000.0,6063000.0,17052426102.0,1644,0.007941228073
0001413329-18-000007,0.0,29922000000.0,19379000000.0,24854000000.0,96372000000.0,18091000000.0,62843000000.0,42942000000.0,223649000000.0,15591000000.0,231234000000.0,70785000000.0,524742000000.0,390581000020.72,1148,0.006983111069
0001413507-18-000028,0.0,213119000.0,-1386856983.2306,485162000.0,301619000.0,252071000.0,5595354161.5,81422000.0,4020006021.95,3291592000.0,1441127000.0,51650929000.0,225784000.0,9833997000.022,1476,0.006023658737999999
0001413898-18-000010,0.0,62859000.0,306644000.0,-18564000.0,31985000.22,857479000.0,1650221034.83,43710000.0,784461030.44,2111000.0,352326000.0,1020345000.0,2070046000.0,1083998000.04,936,0.008261052646
0001414475-18-000006,0.0,1356755000.0,299857000.0,2622888000.0,1007686000.0,4788639000.0,8039001000.0,4535027000.0,29827141587.45,2750341000.0,32689379000.0,25773725000.0,7863230000.0,61755845000.0,790,0.01033248293
0001414628-18-000019,0.0,0.0,14065923.0,-11314937.0,31466415.0,4197831.0,46164966.57,53311095.0,78789879.0,17655533.0,179253012.0,60873299.0,17529850.0,-85725595.995,690,0.00445320354
0001414964-18-000004,0.0,1052000.0,55976000.0,-3689000.0,10896000.0,7688000.0,33236000.0,0.0,14882000.0,97000.0,86597000.0,382985000.0,12695000.0,47695000.0,300,0.01684013381
0001415301-18-000030,0.0,-4938000.0,-75641000.0,133533000.0,140374000.0,530574000.0,1798818089.6799996,463618000.0,1035295034.26,113918000.0,456649000.0,1886007000.0,2095267000.0,2396813000.004,874,0.01888023762
0001415404-18-000005,0.0,1390856000.0,11580329000.0,2363986000.0,2705242000.0,11736790000.0,8312302000.0,4066950000.0,59781156000.0,1698594000.0,28569681000.0,24219581000.0,17097787000.0,73922665000.002,1332,0.004385853215
