adsh,1,2,3,4,5,6,7,8,9,sum_of_first_digits,total_deviation,fraud
0001440024-18-000027,54,44,86,42,26,32,34,14,30,362,0.05429549798,0
0001213900-18-000546,52,36,32,12,18,0,4,4,4,162,0.05482247398,0
0001273511-18-000003,70,16,44,16,14,6,10,18,26,220,0.05543222741,0
0001308411-18-000012,72,34,24,4,40,34,14,10,8,240,0.05559839641,0
0001615774-18-000433,76,20,10,22,8,10,8,26,6,186,0.05575948477,0
0001615774-18-001168,56,60,38,32,18,8,42,38,24,316,0.05576195576,0
0001010549-18-000088,68,80,26,34,28,12,6,44,6,304,0.05587400955,0
0001615774-18-000376,50,42,36,6,32,20,12,10,0,208,0.05590765316,0
0001615774-18-001484,66,58,12,34,38,8,2,8,12,238,0.05622972897,0
0001477932-18-000974,58,34,20,32,16,28,2,2,2,194,0.05627587437,0
0001493152-18-003167,174,68,42,18,16,4,8,18,34,382,0.0566651548,0
0001144204-18-004785,54,30,26,4,16,34,18,6,4,192,0.05682170605,0
0001493152-18-002777,56,20,8,4,16,4,4,2,6,120,0.05710748169,0
0001607062-18-000044,68,24,34,8,28,6,2,10,2,182,0.05723726318,0
0001214659-18-001189,118,34,14,32,46,20,14,24,44,346,0.05743569688,0
0000890163-18-000015,32,26,30,36,18,6,2,8,12,170,0.05759650509,0
0001193125-18-095994,84,62,8,10,20,6,18,4,8,220,0.05779095489,0
0001564590-18-003618,92,64,80,72,18,18,8,6,4,362,0.05780207748,0
0001308411-18-000018,40,20,12,14,10,2,4,0,14,116,0.05785892275,0
0001493152-18-002214,66,32,2,16,8,10,6,4,12,156,0.05790153592,0
0001640334-18-000280,68,34,16,14,20,8,10,30,0,200,0.05805361003,0
0001144204-18-017534,56,30,34,2,20,10,26,4,6,188,0.05808310266,0
0001652871-18-000005,68,74,30,16,10,22,8,0,24,252,0.05841379962,0
0001607062-18-000014,64,52,18,22,4,0,12,10,16,198,0.05848235672,0
0001615774-18-000357,42,40,16,24,32,6,6,2,2,170,0.05882350262,0
0001640334-18-000255,38,40,24,6,30,8,4,2,8,160,0.0590456093,0
0001477932-18-000286,40,12,26,8,12,6,0,6,2,112,0.05905304611,0
0001683168-18-000720,98,30,46,8,26,12,10,36,32,298,0.05907574163,0
0001477932-18-000624,58,24,18,10,12,10,24,0,2,158,0.05914215554,0
0001213900-18-000682,66,22,22,52,14,14,12,2,20,224,0.05917961103,0
0001446152-18-000008,108,44,46,18,18,6,6,0,4,250,0.05921099925,0
0001078782-18-000338,76,52,26,10,50,22,4,18,2,260,0.05921367207,0
0001599916-18-000002,60,28,40,62,12,12,10,16,4,244,0.05959822596,0
0001493152-18-003835,30,16,26,10,8,0,4,4,10,108,0.05972083053,0
0001185185-18-000274,42,50,24,10,4,10,16,28,8,192,0.05992159477,0
0001672572-18-000003,60,24,18,6,6,12,18,4,24,172,0.05996301163,0
0001477932-18-001357,30,22,28,34,16,12,12,8,0,162,0.06025037512,0
0001679817-18-000017,36,78,20,16,12,14,20,18,6,220,0.06089736177,0
0001493152-18-003558,70,36,50,12,16,24,0,8,2,218,0.06104965772,0
0001614106-18-000003,68,26,24,8,6,0,16,16,6,170,0.06109676701,0
0001683168-18-000332,60,20,40,18,6,4,6,2,2,158,0.06127819486,0
0001564590-18-007187,54,50,8,18,14,6,10,32,10,202,0.06137992499,0
0001493152-18-003535,50,14,14,6,20,24,20,8,4,160,0.06147584959,0
0001144204-18-014128,52,62,42,16,22,26,0,10,2,232,0.06172160964,0
0001556244-18-000002,38,20,18,12,6,6,0,0,2,102,0.06190370645,0
0001091818-18-000048,84,20,10,26,44,28,14,6,12,244,0.06216074563,0
0001096906-18-000035,48,40,36,6,8,16,4,26,20,204,0.06238238811,0
0001144204-18-017418,162,68,14,30,38,10,22,12,0,356,0.06240254878,0
0001052918-18-000014,74,82,66,16,4,6,12,14,20,294,0.06271125545,0
0001493152-18-003973,42,40,8,4,4,4,10,6,12,130,0.06272883433,0
0001059272-18-000005,128,40,20,12,28,14,2,36,14,294,0.06274457333,0
0001493152-18-004245,32,38,18,20,8,2,4,12,0,134,0.06301081451,0
0001062993-18-001248,76,18,32,12,6,6,2,2,6,160,0.06388530003,0
0001585583-18-000007,68,8,20,6,6,6,6,6,8,134,0.06392836342,0
0001696195-18-000002,34,28,34,26,8,4,14,4,0,152,0.06444654197,0
0001214659-18-002340,32,22,14,6,18,8,4,22,2,128,0.06491343735,0
0001683168-18-000171,72,16,10,6,20,8,16,4,2,154,0.0654588553,0
0001654954-18-002767,110,82,24,30,24,6,4,6,0,286,0.06551652368,0
0001477932-18-000955,58,8,16,22,14,12,14,28,10,182,0.06554892454,0
0001437749-18-005759,32,14,12,14,2,2,2,2,0,80,0.06561322822,0
0001477932-18-000234,50,26,26,8,14,40,24,6,16,210,0.06570381477,0
0001019056-18-000341,42,28,34,32,28,10,38,14,2,228,0.06586561783,0
0001511164-18-000172,30,40,12,14,10,12,8,26,2,154,0.06603476844,0
0001214659-18-001313,46,62,40,12,18,8,0,6,6,198,0.06622391477,0
0001079973-18-000177,38,16,14,12,32,14,24,10,14,174,0.06631202403,0
0001193125-18-009020,160,56,20,56,24,18,4,2,6,346,0.06642251936,0
0001672572-18-000007,44,16,14,8,10,20,20,2,18,152,0.06668894734,0
0001477932-18-000218,28,30,18,6,4,8,18,6,0,118,0.06683436538,0
0001062993-18-000275,24,20,22,16,4,0,4,2,6,98,0.06686824157,0
0001640334-18-000449,40,18,10,6,12,2,16,0,8,112,0.06688665956,0
0001654954-18-003022,32,26,4,8,8,24,4,8,6,120,0.06717389529,0
0001493152-18-001920,54,36,14,4,22,12,18,2,0,162,0.06754116471,0
0001193125-18-079424,92,12,22,14,12,8,2,4,10,176,0.06760869328,0
0001477932-18-001451,20,40,16,14,6,22,10,6,2,136,0.06766896843,0
0001640334-18-000369,64,28,14,22,20,14,2,28,0,192,0.06779607428,0
0001193125-18-079386,38,46,38,14,6,20,4,0,10,176,0.06786670852,0
0001692981-18-000004,78,26,42,22,10,8,10,0,0,196,0.06794445363,0
0001214659-18-000661,52,68,24,16,22,4,4,16,0,206,0.06807941356,0
0001477932-18-000808,48,16,22,40,22,10,10,18,0,186,0.06813207049,0
0001213900-18-001587,32,32,28,2,30,8,6,12,6,156,0.06844694224,0
0001672571-18-000002,46,48,10,8,10,4,10,6,24,166,0.06854780533,0
0001104659-18-002383,94,32,42,16,4,4,4,2,8,206,0.06858079531,0
0001549727-18-000006,90,14,40,10,6,12,24,20,4,220,0.06892152384,0
0001549727-18-000008,90,14,40,10,6,12,24,20,4,220,0.06892152384,0
0001477932-18-001436,60,20,38,12,0,24,10,10,4,178,0.06924836643,0
0001683168-18-000741,64,14,12,22,4,10,0,6,6,138,0.0693328488,0
0001659173-18-000092,28,26,6,10,16,16,4,20,12,138,0.06960914908,0
0001165527-18-000005,78,14,52,22,22,4,16,4,2,214,0.0699098973,0
0001511164-18-000086,30,52,8,8,20,4,14,8,10,154,0.06998153267,0
0001213900-18-000490,28,58,20,6,16,26,10,16,6,186,0.07020499091,0
0001393905-18-000018,48,8,28,28,16,2,6,12,16,164,0.07033722114,0
0001477932-18-001139,52,12,26,20,24,8,32,4,4,182,0.07051876575,0
0001477932-18-000364,46,26,18,24,36,12,6,2,0,170,0.07054193446,0
0001640334-18-000064,34,14,16,22,4,20,12,0,8,130,0.07071441121,0
0001683168-18-000676,50,30,16,8,44,24,8,4,6,190,0.07118759478,0
0001620928-18-000005,44,42,14,12,0,2,16,8,8,146,0.07134438707,0
0001662252-18-000034,76,68,14,24,20,6,4,28,0,240,0.07146284156,0
0001703625-18-000004,44,34,22,10,32,4,24,2,2,174,0.07148795977,0
0001213900-18-002071,66,70,22,12,16,12,0,4,2,204,0.07154568057,0
0001376474-18-000053,52,24,44,24,4,0,18,10,6,182,0.07161430707,0
0001493152-18-002542,92,54,16,2,28,22,8,4,2,228,0.07172226384,0
0001615774-18-001156,34,32,56,16,22,18,6,2,4,190,0.07177823535,0
0001615774-18-002196,68,28,24,40,16,2,10,0,2,190,0.07189335899,0
0001673504-18-000002,26,20,40,16,14,10,8,0,12,146,0.07194866952,0
0001662252-18-000044,64,42,4,10,18,6,8,0,10,162,0.07212158448,0
0001599916-18-000057,30,28,24,4,10,16,16,0,2,130,0.07269824846,0
0001193125-18-047834,30,48,44,24,26,30,22,0,10,234,0.07296549224,0
0001213900-18-002114,40,34,16,28,4,0,4,6,14,146,0.07302811755,0
0001393905-18-000052,34,20,4,8,20,2,14,14,8,124,0.07334195764,0
0001562884-18-000004,34,18,8,26,28,2,10,12,6,144,0.0735115949,0
0001493152-18-000552,98,46,14,10,38,20,2,2,4,234,0.07379200675,0
0001079973-18-000189,30,28,26,16,20,2,20,28,12,182,0.07401152552,0
0001493152-18-000765,56,8,12,22,24,22,4,8,2,158,0.07408509334,0
0001213900-18-001691,46,26,10,16,8,4,0,0,2,112,0.07408718252,0
0001065949-18-000015,62,20,12,20,8,4,12,0,0,138,0.07442659601,0
0001017386-18-000051,44,20,4,24,34,6,8,10,6,156,0.0748209171,0
0001558370-18-002065,100,30,20,68,8,12,12,18,2,270,0.07488837437,0
0001193125-18-099755,24,14,22,4,10,0,2,4,8,88,0.07501189427,0
0001640334-18-000416,60,24,24,16,54,10,12,22,2,224,0.07503632707,0
0001640334-18-000117,20,38,28,10,20,10,2,6,18,152,0.07526059026,0
0001640334-18-000311,26,52,14,14,16,14,4,4,22,166,0.07526622237,0
0001594062-18-000048,126,70,32,2,16,18,6,6,2,278,0.07538744427,0
0001699709-18-000004,22,28,26,28,36,6,16,8,6,176,0.0756458823,0
0001193125-18-009002,76,48,94,18,48,4,18,14,4,324,0.07621355344,0
0001711736-18-000007,60,72,38,24,0,8,10,4,4,220,0.07640088026,0
0001213900-18-003585,38,46,16,16,30,2,8,0,6,162,0.07665655923,0
0001564590-18-002110,64,28,24,2,8,34,4,18,6,188,0.07672159553,0
0001564590-18-002111,38,10,26,28,14,4,6,0,10,136,0.0768948587,0
0001144204-18-018244,78,46,8,2,6,16,6,8,4,174,0.07701108002,0
0001477932-18-000995,20,28,10,22,14,8,14,2,0,118,0.07711223802,0
0001493152-18-003000,60,42,6,6,8,20,4,2,2,150,0.07743786422,0
0001562884-18-000006,32,18,24,24,30,6,6,4,0,144,0.07780724673,0
0001096906-18-000076,60,42,16,26,16,2,0,6,0,168,0.07793314365,0
0001615774-18-002122,60,34,32,36,58,4,6,6,6,242,0.07796309363,0
0001477932-18-000806,54,32,8,2,14,12,20,6,0,148,0.07812639142,0
0001640334-18-000478,80,12,14,12,12,24,8,0,6,168,0.07864130133,0
0001663577-18-000074,54,68,20,18,10,14,14,2,40,240,0.07911347987,0
0001326321-18-000005,144,22,22,14,28,4,10,14,4,262,0.07930459234,0
0001477932-18-000771,104,30,34,6,6,6,6,2,4,198,0.07960729747,0
0001078782-18-000274,40,38,56,10,8,6,4,14,2,178,0.07968888903,0
0001549727-18-000012,32,22,40,6,16,18,18,0,6,158,0.0805942911,0
0001206774-18-000929,36,32,22,16,32,16,0,8,0,162,0.08063945213,0
0001185185-18-000212,42,18,40,34,26,18,2,2,2,184,0.08133669188,0
0001214659-18-002237,28,22,28,12,8,0,4,0,8,110,0.08137648157,0
0001493152-18-001784,72,8,24,12,16,8,0,4,4,148,0.0817041705,0
0001193125-18-098996,94,50,12,26,12,0,4,2,6,206,0.08172393507,0
0001477932-18-000096,46,32,20,2,10,2,22,2,16,152,0.08180390067,0
0001477932-18-000612,46,32,20,2,10,2,22,2,16,152,0.08180390067,0
0001702541-18-000002,56,20,6,4,20,8,4,0,4,122,0.08201649642,0
0001477932-18-000494,38,22,20,34,52,20,22,8,8,224,0.08205516222,0
0001477932-18-000192,50,12,18,10,20,12,18,0,0,140,0.08211383147,0
0001477932-18-000909,50,12,18,10,20,12,18,0,0,140,0.08211383147,0
0001640334-18-000088,42,16,2,14,6,6,2,2,0,90,0.08248665523,0
0001017386-18-000041,42,18,4,8,34,14,10,14,6,150,0.08256552525,0
0001477932-18-001319,78,54,22,10,68,14,22,6,2,276,0.08263957265,0
0001493152-18-004100,24,20,50,10,6,12,10,12,6,150,0.08276911767,0
0001493152-18-003783,40,24,22,34,8,20,0,8,0,156,0.08380240463,0
0001349436-18-000008,6,2,2,2,2,0,2,0,2,18,0.0840106757,0
0001477932-18-000811,56,10,18,18,30,2,22,6,2,164,0.08439547808,0
0001477932-18-001187,56,10,18,18,30,2,22,6,2,164,0.08439547808,0
0001326321-18-000003,116,16,42,16,0,14,8,16,16,244,0.08440380751,0
0001575705-18-000029,36,26,4,34,20,18,8,2,2,150,0.08467824539,0
0001556244-18-000021,26,10,12,24,12,10,0,2,2,98,0.08535532898,0
0001640334-18-000103,24,32,28,36,28,4,6,2,6,166,0.08539571591,0
0001079974-18-000158,76,24,26,8,20,0,4,0,10,168,0.08541754156,0
0001615774-18-001015,52,20,32,22,0,2,4,2,8,142,0.0856321341,0
0001017386-18-000014,44,22,20,10,46,8,20,6,2,178,0.08566049273,0
0001477932-18-000403,46,34,8,2,4,18,6,8,0,126,0.08577611685,0
0001493152-18-001912,42,36,34,28,0,4,10,10,0,164,0.08590521657,0
0001193125-18-042585,20,36,18,6,16,14,0,4,2,116,0.08606987386,0
0001599916-18-000066,74,68,46,20,26,30,0,0,0,264,0.08637088875,0
0001062993-18-000276,34,20,26,8,4,0,4,18,12,126,0.08646115526,0
0001676852-18-000002,26,36,26,22,8,20,6,0,0,144,0.08653056673,0
0001262463-18-000030,32,22,6,26,18,4,2,4,0,114,0.08679621322,0
0001678848-18-000004,26,48,40,14,12,26,4,8,0,178,0.08719998469,0
0001144204-18-018016,42,56,10,6,8,2,2,14,8,148,0.08730679413,0
0001640334-18-000120,38,50,22,4,28,8,8,8,32,198,0.08744791954,0
0001553350-18-000136,32,30,8,28,24,12,34,24,10,202,0.0875546101,0
0001556244-18-000009,40,10,26,14,8,12,0,0,2,112,0.08784214744,0
0001477932-18-000177,20,20,18,26,26,26,14,6,2,158,0.088388945,0
0001144204-18-001695,66,90,18,18,24,0,8,2,12,238,0.08916494158,0
0001668082-18-000007,38,28,0,18,18,4,18,8,14,146,0.08946260387,0
0001213900-18-002641,74,24,46,24,8,4,6,0,0,186,0.08991805385,0
0001640334-18-000027,56,40,6,16,8,2,30,4,20,182,0.08995659256,0
0001493152-18-003831,12,18,4,10,18,10,4,4,10,90,0.09044162317,0
0001214659-18-001386,50,16,0,14,14,14,20,16,12,156,0.09047370438,0
0001493152-18-004019,58,48,38,12,8,0,20,0,2,186,0.09051276796,0
0001450923-18-000003,62,10,44,4,18,10,20,24,24,216,0.09063421349,0
0001104659-18-019873,68,30,20,56,6,6,4,2,4,196,0.09066421785,0
0001193125-18-079365,78,42,2,10,6,26,2,10,6,182,0.09126143596,0
0001376474-18-000029,18,18,22,8,12,0,6,2,14,100,0.09130343078,0
0001477932-18-000535,44,10,18,2,16,2,0,8,6,106,0.09146649565,0
0001594062-18-000040,26,20,14,24,38,4,6,10,4,146,0.0914788087,0
0001707925-18-000004,54,48,6,14,2,2,2,4,8,140,0.09157475767,0
0001672572-18-000008,46,22,4,6,8,2,12,0,14,114,0.0917394589,0
0001144204-18-004437,58,64,50,14,4,12,2,4,0,208,0.09175059302,0
0001477932-18-001285,46,14,12,16,2,8,18,0,18,134,0.0918106818,0
0001193125-18-082494,32,68,6,8,22,12,14,22,12,196,0.0919211767,0
0001213900-18-003075,56,44,10,10,48,4,8,2,12,194,0.09241961287,0
0001062993-18-000277,48,18,26,20,4,0,2,0,8,126,0.09245835691,0
0001683168-18-000717,74,32,30,40,52,6,14,0,0,248,0.09274419902,0
0001493152-18-001632,64,48,6,6,10,0,4,4,8,150,0.09451152985,0
0001017386-18-000035,46,14,10,12,36,10,4,12,0,144,0.09469849476,0
0001193125-18-009011,46,116,38,12,6,22,30,12,30,312,0.09531321767,0
0001477932-18-001532,48,46,6,10,0,26,10,6,4,156,0.09535631838,0
0001549983-18-000002,22,10,12,12,26,2,4,10,12,110,0.09603023202,0
0001214659-18-001373,34,16,12,8,8,2,10,28,12,130,0.0960927009,0
0001477932-18-000682,22,66,14,18,6,8,8,8,2,152,0.09615736028,0
0001493152-18-000550,98,30,20,0,30,28,4,2,8,220,0.09621202792,0
0001213900-18-002077,68,28,22,4,0,0,12,8,8,150,0.09629677038,0
0001213900-18-003665,26,32,26,10,16,2,0,0,10,122,0.09636213071,0
0001104659-18-021282,52,74,30,16,6,2,4,0,8,192,0.09640359943,0
0001477932-18-001150,44,44,4,12,0,6,14,14,16,154,0.0967721178,0
0001017386-18-000036,42,8,16,18,44,10,8,10,4,160,0.09715157482,0
0001213900-18-003177,64,18,14,32,10,2,4,0,22,166,0.09767161075,0
0001575705-18-000010,56,14,2,28,8,32,8,12,8,168,0.0978596071,0
0001477932-18-000833,50,8,6,2,10,6,14,14,2,112,0.09796605285,0
0001477932-18-000601,74,38,2,8,10,4,14,0,6,156,0.09870923279,0
0001564590-18-001778,70,10,8,16,12,2,4,4,0,126,0.09944543475,0
0001477932-18-001433,38,14,28,2,14,2,0,4,2,104,0.0999078607,0
0001437749-18-005840,24,40,24,36,24,30,0,6,4,188,0.1008169159,0
0001477932-18-000863,40,8,36,14,20,8,0,18,2,146,0.1011452301,0
0001017386-18-000008,30,14,20,24,42,10,18,4,2,164,0.1021373494,0
0001144204-18-015305,60,28,14,12,46,22,0,4,2,188,0.10238164,0
0001165527-18-000015,74,8,26,4,2,6,12,2,8,142,0.1036077424,0
0001493152-18-004202,30,20,20,0,2,20,2,8,8,110,0.1043236478,0
0001276531-18-000006,72,10,42,2,16,10,16,0,16,184,0.104401734,0
0001493152-18-000551,36,16,6,6,18,2,14,0,16,114,0.104480645,0
0001477932-18-000957,68,20,20,12,4,20,4,42,4,194,0.105066126,0
0001644406-18-000012,28,24,8,2,4,0,8,2,14,90,0.1051170039,0
0001161697-18-000048,48,14,12,8,20,8,0,0,0,110,0.1051744883,0
0001017386-18-000037,50,12,10,18,48,12,4,10,4,168,0.105239804,0
0001477932-18-001435,36,6,32,4,18,2,4,4,2,108,0.1064249133,0
0001684506-18-000005,42,30,38,0,14,0,10,20,14,168,0.1071171077,0
0001477932-18-000395,26,24,6,4,10,8,22,20,2,122,0.107251387,0
0001683168-18-000674,48,20,22,6,20,0,16,6,32,170,0.1079905874,0
0001393905-18-000024,30,38,12,4,22,0,10,0,6,122,0.1082116847,0
0001477932-18-000511,30,6,36,6,16,2,6,2,4,108,0.1084678755,0
0001553350-18-000050,44,44,24,6,18,4,14,40,0,194,0.1086877728,0
0001599916-18-000034,50,18,2,2,10,10,18,8,0,118,0.1094076032,0
0001477932-18-000776,38,10,16,24,8,12,2,26,0,136,0.1096189065,0
0001477932-18-001314,90,10,12,24,10,8,0,6,24,184,0.1097144644,0
0001437749-18-004872,16,20,10,6,4,6,0,18,8,88,0.1100892803,0
0001553350-18-000049,22,18,20,2,18,6,10,14,24,134,0.1101166573,0
0001477932-18-000849,56,12,58,16,10,6,8,0,2,168,0.1102820027,0
0001640334-18-000398,34,6,18,10,18,8,18,0,0,112,0.1103853155,0
0001477932-18-000175,50,14,38,22,0,6,8,0,2,140,0.1104961999,0
0001062993-18-000818,28,12,36,10,2,2,8,10,0,108,0.1109031316,0
0001165527-18-000039,52,32,42,4,40,30,4,0,2,206,0.111078258,0
0001477932-18-001331,60,20,16,2,20,2,0,8,0,128,0.1113756435,0
0001703073-18-000002,10,32,12,16,20,6,6,0,10,112,0.1118148753,0
0001640334-18-000108,20,22,8,16,14,0,4,4,20,108,0.1120819198,0
0001079974-18-000142,32,26,4,2,16,22,4,4,0,110,0.113906704,0
0001078782-18-000047,60,8,4,12,18,4,8,10,26,150,0.1141616117,0
0001556244-18-000006,28,16,34,4,20,22,0,2,6,132,0.1143099386,0
0001213900-18-003685,36,32,14,8,34,4,0,14,0,142,0.1143879245,0
0001594062-18-000042,32,16,18,16,44,2,4,4,6,142,0.1144622954,0
0001493152-18-001640,38,16,12,6,24,2,0,0,2,100,0.115090954,0
0001684508-18-000003,24,14,6,8,16,24,16,0,6,114,0.1152011415,0
0001079974-18-000103,56,30,18,4,34,0,2,8,26,178,0.1154144373,0
0001472375-18-000010,58,34,24,6,0,10,2,0,0,134,0.1162363708,0
0001640334-18-000091,28,32,14,4,28,6,4,0,0,116,0.1166078477,0
0001078782-18-000202,26,38,20,2,2,16,16,8,26,154,0.116617868,0
0001493152-18-000624,46,10,20,4,24,0,4,6,0,114,0.1175816753,0
0001213900-18-003754,42,18,46,6,12,6,0,18,0,148,0.1186065772,0
0001599916-18-000036,16,40,20,4,6,0,4,8,2,100,0.1187733591,0
0001477932-18-001429,50,48,6,2,2,36,10,14,14,182,0.119230573,0
0001193125-18-092026,14,52,16,30,24,4,2,8,4,154,0.1196179941,0
0001640334-18-000541,40,92,30,6,14,4,4,4,4,198,0.1196295787,0
0001640334-18-000239,78,24,10,4,4,0,8,12,0,140,0.1206596284,0
0001615774-18-000221,8,10,12,6,16,4,10,0,4,70,0.1206871969,0
0001078782-18-000158,44,14,40,16,10,0,6,0,0,130,0.1218994607,0
0001079974-18-000066,18,32,6,8,18,16,12,0,0,110,0.1219466229,0
0001017386-18-000021,36,12,6,18,40,16,14,12,0,154,0.122358623,0
0001607062-18-000080,28,14,4,0,24,6,6,4,2,88,0.1232620734,0
0001193125-18-033287,72,28,54,8,2,4,0,2,4,174,0.1239912445,0
0001582586-18-000010,46,44,2,8,4,2,26,8,2,142,0.1241462971,0
0001659173-18-000095,32,20,16,0,34,12,2,6,2,124,0.1243573766,0
0001477932-18-000924,62,32,0,2,4,6,8,6,2,122,0.124524514,0
0001079974-18-000107,18,34,6,8,16,18,12,0,0,112,0.1251312391,0
0001017386-18-000015,46,8,24,10,50,16,12,10,0,176,0.126322561,0
0001554795-18-000061,30,54,4,2,18,18,28,6,4,164,0.1288466343,0
0001551163-18-000036,30,24,6,6,0,2,0,0,2,70,0.1299571544,0
0001493152-18-000626,46,68,14,6,2,2,2,2,6,148,0.1306516336,0
0001213900-18-003743,12,28,16,8,18,2,4,0,0,88,0.1307927102,0
0001551163-18-000004,18,20,2,14,16,10,2,18,18,118,0.1313293771,0
0001551163-18-000010,18,20,2,14,16,10,2,18,18,118,0.1313293771,0
0001214659-18-002187,16,38,8,16,4,0,20,12,4,118,0.1316283844,0
0001493152-18-001276,22,14,2,16,14,0,2,2,0,72,0.1319281246,0
0001477932-18-000340,20,6,10,6,6,6,16,10,20,100,0.1319303423,0
0001708405-18-000019,28,14,16,4,0,22,4,2,0,90,0.1325651054,0
0001640334-18-000029,70,14,16,6,20,6,46,2,24,204,0.1331249076,0
0001017386-18-000013,42,6,12,6,44,8,16,10,4,148,0.1333262577,0
0001078782-18-000037,46,10,6,4,12,2,16,18,24,138,0.1343494804,0
0001582586-18-000002,44,14,0,20,4,2,20,2,6,112,0.1343519363,0
0001640334-18-000269,66,4,12,4,38,10,4,4,10,152,0.1347963331,0
0001477932-18-000979,74,12,24,12,10,0,0,0,2,134,0.1349873512,0
0001654954-18-002291,24,36,16,0,2,4,2,4,0,88,0.1361509998,0
0001214659-18-000672,34,20,22,10,0,0,0,0,4,90,0.1370026247,0
0001556244-18-000015,16,10,26,20,18,18,0,6,0,114,0.1385896419,0
0001437749-18-001352,52,8,8,24,50,6,2,10,8,168,0.1387754644,0
0001437749-18-005892,36,58,28,8,0,2,2,2,2,138,0.1388240482,0
0001685237-18-000002,26,56,50,12,12,0,14,2,0,172,0.1390049211,0
0001599916-18-000010,18,44,40,4,6,2,2,12,2,130,0.1413233317,0
0001193125-18-079399,72,26,4,36,18,0,0,0,8,164,0.1422778344,0
0001017386-18-000062,24,18,22,26,6,38,0,2,10,146,0.1429804867,0
0001193125-18-008984,88,62,8,8,42,26,80,12,0,326,0.1433789946,0
0001213900-18-000415,58,26,38,24,0,0,0,2,24,172,0.1434680221,0
0001193125-18-033307,198,28,8,28,16,6,8,8,0,300,0.143685539,0
0001477932-18-000544,22,2,24,12,18,2,10,2,0,92,0.1444025124,0
0001477932-18-000315,26,6,6,14,10,16,32,6,4,120,0.1445890855,0
0001493152-18-000499,54,30,6,4,14,6,12,2,42,170,0.1447751047,0
0001599916-18-000027,16,22,48,2,10,8,8,2,16,132,0.1450015151,0
0001185185-18-000150,22,30,4,30,2,0,6,2,4,100,0.1453365102,0
0001617351-18-000002,30,6,16,12,34,2,20,2,2,124,0.1458426233,0
0001493152-18-002437,12,18,12,12,36,10,8,10,0,118,0.1461717174,0
0001477932-18-000925,78,20,2,14,6,2,0,6,0,128,0.1478403195,0
0001213900-18-000564,40,18,2,0,14,28,4,10,2,118,0.1478688831,0
0001477932-18-000825,24,4,14,12,24,4,22,4,0,108,0.1503257302,0
0001477932-18-001431,40,2,22,2,14,2,0,4,2,88,0.1504430787,0
0001640334-18-000216,32,26,8,20,2,0,26,0,2,116,0.1512444142,0
0001617351-18-000007,8,16,6,16,28,4,12,12,4,106,0.151740809,0
