adsh,1,2,3,4,5,6,7,8,9,sum_of_first_digits,total_deviation,fraud
0001140361-18-013705,396,290,212,126,126,74,82,54,90,1450,0.005337936313,0
0000827871-18-000003,266,130,106,64,74,42,40,34,54,810,0.005338691483,0
0001110783-18-000009,260,170,80,64,50,62,42,46,32,806,0.005338916928,0
0001628280-18-001756,364,194,152,76,70,64,74,56,34,1084,0.005339743572,0
0001564590-18-005246,310,152,104,80,68,46,30,46,44,880,0.005340728984,0
0001683168-18-000831,132,76,68,40,22,30,24,28,16,436,0.005348729158,0
0001628280-18-001978,380,236,118,104,114,76,58,42,40,1168,0.005350096306,0
0001588216-18-000073,364,156,118,104,84,68,38,42,46,1020,0.005350668388,0
0000883569-18-000010,358,242,124,156,96,58,66,58,66,1224,0.005354795364,0
0001104659-18-006607,252,114,88,66,48,42,26,42,38,716,0.005355913308,0
0001564590-18-005291,336,146,148,116,114,78,76,44,52,1110,0.005359271258,0
0000075252-18-000042,252,180,116,76,66,90,56,42,56,934,0.00536105859,0
0001213900-18-001486,184,88,68,70,32,44,32,22,22,562,0.005361853049,0
0001564590-18-001760,140,74,72,46,32,24,32,16,16,452,0.005363339743,0
0001140361-18-014673,228,166,86,102,62,56,56,60,46,862,0.005367523678,0
0001193125-18-049576,326,176,134,114,74,64,50,88,38,1064,0.005371057807,0
0001144204-18-015288,268,168,80,86,64,68,66,30,40,870,0.005371723907,0
0001437749-18-004171,236,180,124,90,70,78,54,62,28,922,0.005374549866,0
0000936468-18-000009,396,164,170,122,68,86,66,70,66,1208,0.005374736884,0
0000936468-18-000013,396,164,170,122,68,86,66,70,66,1208,0.005374736884,0
0001390213-18-000007,354,272,192,144,80,72,58,66,54,1292,0.005379704295,0
0001564590-18-002886,266,178,136,62,78,54,70,56,36,936,0.005379818204,0
0001104659-18-013417,596,382,178,196,168,100,150,122,82,1974,0.005380431592,0
0001615774-18-002232,130,84,56,42,28,36,16,28,14,434,0.005382281243,0
0001193125-18-077538,422,226,154,94,68,78,78,82,72,1274,0.00538335048,0
0001616862-18-000010,402,200,180,174,142,100,62,76,58,1394,0.005388745832,0
0000927653-18-000005,232,126,74,56,56,58,26,34,24,686,0.005389618529,0
0001564590-18-004127,188,126,76,74,80,54,48,42,28,716,0.005391754688,0
0001564590-18-001473,268,164,96,92,72,56,42,76,36,902,0.005394114203,0
0001437786-18-000013,160,100,66,72,58,54,40,26,30,606,0.005398585492,0
0001564590-18-003845,386,216,176,100,68,110,76,54,74,1260,0.005398606606,0
0001062993-18-001023,356,218,136,98,94,40,68,60,66,1136,0.005400793573,0
0001062993-18-001111,356,218,136,98,94,40,68,60,66,1136,0.005400793573,0
0000057528-18-000005,490,268,204,180,152,78,64,54,80,1570,0.005404464245,0
0000930810-18-000005,308,162,120,82,58,74,52,40,70,966,0.005405354556,0
0001144204-18-014999,300,186,138,76,52,46,54,48,52,952,0.00540628922,0
0001140361-18-015512,254,136,92,108,92,54,44,50,32,862,0.005409332335,0
0000906553-18-000011,624,292,236,160,102,80,102,98,78,1772,0.005410296001,0
0001172222-18-000017,364,212,122,116,100,78,60,32,34,1118,0.005411337125,0
0001437749-18-004850,560,278,218,200,202,140,94,74,60,1826,0.005415870149,0
0001062292-18-000003,292,168,146,114,72,62,40,44,26,964,0.005416259593,0
0001530721-18-000007,224,164,96,62,86,46,40,40,28,786,0.005417700723,0
0001493152-18-003884,248,186,114,76,70,56,32,48,56,886,0.005418503298,0
0001193125-18-063468,406,226,146,130,120,50,68,44,60,1250,0.005421197002,0
0001601548-18-000008,294,148,96,80,44,50,46,32,32,822,0.005423512145,0
0001558370-18-000754,524,340,316,164,130,108,112,88,58,1840,0.005426160584,0
0000886835-18-000003,398,196,150,98,74,74,38,52,52,1132,0.0054263432,0
0001178913-18-000847,348,156,142,116,68,96,54,48,36,1064,0.005428601403,0
0001016281-18-000024,460,232,130,122,88,86,52,68,46,1284,0.005431240322,0
0001193125-18-046746,682,310,244,230,160,104,72,100,104,2006,0.005431522703,0
0000927089-18-000121,414,192,146,130,80,74,50,40,46,1172,0.005439550475,0
0001328581-18-000012,266,180,138,112,102,66,76,76,42,1058,0.005441708655,0
0000890564-18-000022,308,166,112,70,104,86,52,56,38,992,0.005446767762,0
0000921638-18-000026,276,144,104,76,72,80,78,40,34,904,0.005451352838,0
0000921638-18-000014,274,144,104,76,72,80,78,40,34,902,0.005452277561,0
0001493152-18-002804,276,212,148,86,82,48,60,70,48,1030,0.005453023163,0
0001193125-18-041668,276,170,146,84,86,92,40,50,36,980,0.005455058782,0
0000076605-18-000045,304,168,102,114,50,62,40,56,44,940,0.005458442013,0
0000783324-18-000007,144,78,60,54,36,24,30,40,24,490,0.005459368555,0
0001193125-18-061152,318,218,172,140,80,92,64,90,46,1220,0.005459863566,0
0000076063-18-000005,210,130,94,70,58,40,46,28,14,690,0.005463405127,0
0001574596-18-000009,464,262,148,172,126,68,58,80,76,1454,0.00546405682,0
0001512673-18-000004,336,166,120,98,110,88,56,54,28,1056,0.005464458118,0
0001404912-18-000005,386,234,178,198,118,92,66,58,66,1396,0.005467109125,0
0001558370-18-002145,222,102,72,74,36,38,36,42,26,648,0.005471439786,0
0001437749-18-003245,356,248,184,128,76,74,52,46,44,1208,0.005472266766,0
0001144204-18-010563,272,232,114,100,88,74,74,54,36,1044,0.005475009774,0
0001654954-18-002152,236,146,82,84,52,54,54,32,18,758,0.005475789897,0
0001096385-18-000021,300,188,114,120,74,92,38,66,52,1044,0.005476382054,0
0000816284-18-000005,374,254,212,130,78,78,78,82,42,1328,0.005478960699,0
0001004702-18-000078,550,294,320,174,150,132,90,92,58,1860,0.005480001815,0
0001437749-18-005023,224,144,106,66,58,74,28,40,42,782,0.005483526144,0
0001510400-18-000003,200,154,104,54,58,40,32,30,34,706,0.005487230704,0
0001592016-18-000006,306,142,106,102,98,80,58,46,66,1004,0.00548973355,0
0001396446-18-000023,424,168,162,100,116,78,64,80,54,1246,0.005489777604,0
0000798354-18-000005,302,202,116,120,96,48,54,34,42,1014,0.005490422427,0
0000897101-18-000213,300,166,116,82,100,92,66,38,34,994,0.005496734149,0
0001437749-18-005817,328,182,140,94,58,48,66,36,58,1010,0.005498058997,0
0001041061-18-000013,196,82,72,58,54,30,24,26,22,564,0.005500403491,0
0000878526-18-000028,370,182,158,84,78,66,66,38,34,1076,0.005503255867,0
0000911147-18-000007,374,198,138,78,72,54,70,52,36,1072,0.0055073931,0
0000716006-18-000004,304,156,124,86,72,56,62,62,76,998,0.005509805148,0
0001564590-18-005308,230,106,86,44,52,40,38,28,22,646,0.005510650101,0
0001564590-18-005434,414,240,122,120,128,112,98,78,84,1396,0.005512930195,0
0001525221-18-000014,306,210,108,108,66,62,48,64,28,1000,0.005513015424,0
0001564590-18-003687,364,234,190,124,74,52,74,74,66,1252,0.005515288549,0
0001437749-18-003536,280,154,94,84,66,74,80,48,30,910,0.005517457265,0
0001655075-18-000003,242,144,112,102,86,64,78,54,52,934,0.005521547571,0
0000711404-18-000014,148,84,56,48,30,18,18,22,20,444,0.005522326138,0
0001564590-18-003295,376,244,182,94,64,86,78,80,52,1256,0.005525013345,0
0001193125-18-034890,422,216,180,106,66,66,62,78,56,1252,0.005525492758,0
0001637757-18-000004,386,198,178,90,88,96,96,44,52,1228,0.00552688715,0
0001018724-18-000005,362,228,150,174,108,72,60,46,54,1254,0.00552820742,0
0001518587-18-000014,298,244,160,106,78,58,62,76,52,1134,0.005529566993,0
0001564590-18-005966,336,184,174,96,56,58,58,50,46,1058,0.005534350237,0
0001193125-18-082430,338,164,128,66,56,68,48,48,46,962,0.005542703719,0
0001564590-18-003755,366,184,118,116,94,88,38,42,44,1090,0.005543246235,0
0001437749-18-004109,240,146,138,56,68,50,52,36,36,822,0.005547196581,0
0000814549-18-000008,304,184,160,120,102,114,54,64,50,1152,0.005548058683,0
0001564590-18-004965,172,94,78,76,42,34,22,30,34,582,0.005549017178,0
0001171759-18-000007,314,164,164,138,64,72,56,48,52,1072,0.005549117356,0
0001564590-18-004560,284,130,86,90,50,46,38,38,28,790,0.005550515318,0
0001144204-18-013806,192,136,112,88,64,34,48,34,34,742,0.005551012727,0
0001558370-18-002513,212,158,112,72,46,36,38,36,42,752,0.005551185398,0
0001401257-18-000060,390,202,132,84,102,88,52,70,78,1198,0.00555328821,0
0000277948-18-000009,256,160,122,88,46,68,34,50,52,876,0.005554853835,0
0001144204-18-011808,368,286,188,138,118,74,70,86,38,1366,0.005554981362,0
0000937556-18-000019,334,250,178,108,124,74,62,42,48,1220,0.005563149137,0
0000046195-18-000025,652,256,218,170,138,142,124,132,84,1916,0.005564305883,0
0001409375-18-000007,200,108,92,48,38,50,24,28,32,620,0.005564601044,0
0001564590-18-005152,218,164,124,64,54,50,62,40,32,808,0.005564670431,0
0001493152-18-003321,442,280,228,178,160,84,80,122,68,1642,0.005565334995,0
0001144204-18-013053,156,100,78,62,60,36,38,26,42,598,0.005567955858,0
0001437749-18-004278,342,182,118,92,94,112,48,58,52,1098,0.005572787973,0
0001466815-18-000016,258,186,136,106,54,64,54,58,64,980,0.005576903986,0
0001272830-18-000013,324,214,154,66,76,88,54,52,52,1080,0.005583195653,0
0001193125-18-100398,388,234,212,152,90,98,66,40,66,1346,0.005587026852,0
0001399249-18-000012,312,162,136,130,104,96,50,46,40,1076,0.005588117844,0
0001437749-18-001990,222,104,76,44,44,46,50,38,28,652,0.005593709683,0
0001683168-18-000610,292,182,80,80,76,62,64,66,42,944,0.005596737903,0
0000852772-18-000032,414,218,182,84,94,60,62,70,68,1252,0.005597448342,0
0001140361-18-009754,274,150,78,104,80,48,54,44,28,860,0.005601955229,0
0001564590-18-004080,276,140,94,82,48,64,34,32,50,820,0.005601984211,0
0001022079-18-000038,360,214,138,108,84,100,102,42,42,1190,0.005602734622,0
0001564590-18-003622,288,194,98,76,56,54,54,66,50,936,0.005605012556,0
0001558370-18-000980,274,172,100,64,68,40,50,34,26,828,0.005605517758,0
0001096906-18-000055,166,136,90,44,46,42,34,28,28,614,0.005613257846,0
0001437749-18-002993,140,90,60,36,42,36,30,26,10,470,0.00561394524,0
0000876167-18-000008,316,260,170,130,84,68,74,42,54,1198,0.005618853992,0
0000040987-18-000002,442,174,184,128,80,84,64,80,58,1294,0.005620302975,0
0001144204-18-013891,370,246,154,112,108,118,108,78,88,1382,0.00562050296,0
0001068148-18-000003,262,170,90,108,70,88,56,38,50,932,0.005621448116,0
0001564590-18-003264,380,180,124,138,126,74,68,54,38,1182,0.005628095575,0
0001584952-18-000006,194,124,78,88,68,52,46,22,36,708,0.005630605537,0
0000894081-18-000040,354,146,114,82,100,62,60,62,58,1038,0.005632749046,0
0001614178-18-000095,276,158,112,130,80,62,38,42,54,952,0.005633561363,0
0001564590-18-006552,348,240,124,168,92,80,64,50,54,1220,0.005637183795,0
0001669162-18-000005,274,204,96,128,94,78,58,50,50,1032,0.005637586435,0
0001373670-18-000015,228,170,110,80,60,36,38,44,52,818,0.005641920353,0
0001304280-18-000008,312,144,100,118,60,66,44,46,32,922,0.005643265769,0
0001683168-18-000417,190,114,104,56,44,34,30,24,38,634,0.005646249222,0
0001174947-18-000183,188,112,108,74,62,38,50,24,36,692,0.005647578243,0
0001045810-18-000010,434,236,128,110,132,118,64,60,52,1334,0.005649311053,0
0001437749-18-002573,224,136,66,58,58,48,34,54,32,710,0.005649767595,0
0000865058-18-000006,266,112,108,76,50,70,52,36,48,818,0.005654620069,0
0001077771-18-000044,658,400,276,184,132,112,78,152,100,2092,0.005656601859,0
0000919574-18-002297,176,110,76,44,42,28,28,24,14,542,0.005656677675,0
0000354908-18-000014,386,182,168,104,100,74,52,40,34,1140,0.00565678474,0
0001311605-18-000018,286,194,154,92,64,54,36,46,38,964,0.005664128797,0
0001574815-18-000020,288,168,156,86,54,82,64,56,34,988,0.005666500992,0
0001437749-18-005244,246,220,130,102,80,78,64,40,46,1006,0.005671906168,0
0001564822-18-000014,542,236,138,144,130,98,80,64,62,1494,0.005673676761,0
0000020212-18-000010,440,258,156,116,112,80,58,46,36,1302,0.005679124324,0
0000700565-18-000032,708,438,222,174,136,188,126,104,72,2168,0.005680025047,0
0000700565-18-000041,708,438,222,174,136,188,126,104,72,2168,0.005680025047,0
0001136352-18-000004,556,370,186,150,102,98,120,76,60,1718,0.005682093759,0
0001140361-18-008833,348,222,132,126,78,48,48,42,44,1088,0.005682572972,0
0001144204-18-015301,532,272,152,134,154,86,88,56,60,1534,0.005682759137,0
0001564590-18-003921,346,230,150,164,98,54,60,54,58,1214,0.005684613931,0
0001564590-18-005161,202,164,108,68,54,56,64,48,40,804,0.005687221322,0
0001493152-18-003164,224,136,84,70,58,40,22,24,34,692,0.005694273321,0
0001193125-18-086766,552,276,318,222,148,132,86,90,86,1910,0.005696437806,0
0001564590-18-004134,226,142,94,94,66,40,40,52,20,774,0.005699480341,0
0000108772-18-000012,566,368,196,160,100,104,72,68,74,1708,0.005701022473,0
0001193125-18-012436,272,154,108,94,74,46,32,52,62,894,0.00570211364,0
0000054507-18-000012,362,212,190,80,100,62,88,64,58,1216,0.005707841462,0
0001193125-18-094314,292,186,116,114,70,90,40,34,40,982,0.005710466796,0
0000857005-18-000004,184,116,74,44,56,44,38,26,14,596,0.005710886036,0
0001281774-18-000008,308,216,116,88,82,82,58,36,72,1058,0.005715833286,0
0001193125-18-047312,402,256,174,88,106,82,46,82,58,1294,0.005719167162,0
0001174947-18-000516,394,304,150,116,114,128,104,80,58,1448,0.005719544539,0
0001144204-18-000306,172,98,68,58,32,44,42,30,42,586,0.005721687495,0
0001564590-18-006388,580,292,204,240,124,110,108,66,60,1784,0.005724882804,0
0000318996-18-000007,304,194,110,62,80,66,38,42,38,934,0.005732098776,0
0001514705-18-000003,336,172,106,100,102,80,84,56,30,1066,0.005734020891,0
0001393883-18-000008,270,208,128,136,84,60,48,56,60,1050,0.005734331343,0
0000024741-18-000010,394,238,210,110,66,76,64,70,56,1284,0.005735040306,0
0001131096-18-000022,384,148,134,132,100,66,58,52,44,1118,0.005737062931,0
0001039828-18-000006,458,292,190,204,152,80,90,62,50,1578,0.005737520715,0
0001206774-18-000703,544,346,300,222,130,100,102,86,54,1884,0.005737559517,0
0001683168-18-000726,112,84,54,40,28,28,12,20,18,396,0.00573784428,0
0001690820-18-000005,178,100,104,72,42,34,42,40,34,646,0.005742594369,0
0001602065-18-000006,164,82,76,72,60,34,28,28,30,574,0.005743385431,0
0001558370-18-002552,324,184,170,134,66,64,48,46,42,1078,0.00574654231,0
0001437749-18-002067,128,56,48,30,40,22,26,26,18,394,0.005748908202,0
0001000229-18-000025,482,244,146,140,84,80,54,74,80,1384,0.005753019887,0
0001213900-18-003197,180,126,64,42,56,48,28,30,22,596,0.00575378101,0
0000826154-18-000056,358,188,146,142,98,82,78,104,48,1244,0.005754040283,0
0001144204-18-016562,212,118,88,76,56,54,50,60,22,736,0.005760399761,0
0001678463-18-000019,152,72,62,50,46,38,16,20,26,482,0.005762825036,0
0000008670-18-000003,276,160,108,118,70,44,38,54,30,898,0.005765911534,0
0001557142-18-000021,358,218,216,152,76,80,72,58,56,1286,0.005771571482,0
0001409775-18-000010,546,386,208,154,104,120,64,94,78,1754,0.005772293734,0
0001437749-18-002592,332,228,188,120,76,60,50,48,48,1150,0.005774987912,0
0001047469-18-001363,222,114,84,70,44,34,38,28,50,684,0.005776271921,0
0001564590-18-003827,318,226,182,148,124,86,64,52,42,1242,0.005776417039,0
0001564590-18-004275,238,166,76,80,52,68,40,44,50,814,0.005778374541,0
0001498542-18-000025,320,152,86,102,90,60,56,36,34,936,0.005778387691,0
0000045919-18-000022,264,182,158,102,82,74,70,34,62,1028,0.005780102979,0
0001063344-18-000034,452,256,176,218,126,90,64,72,70,1524,0.005780536522,0
0000020520-18-000007,364,228,106,90,82,58,86,60,52,1126,0.005782824429,0
0001049782-18-000002,604,340,260,170,238,134,174,112,100,2132,0.005782965045,0
0001564590-18-002664,328,200,118,74,62,90,76,44,46,1038,0.005785153999,0
0001144204-18-007075,350,230,178,176,84,104,76,70,44,1312,0.005789122944,0
0000950123-18-001052,440,286,164,134,98,114,84,88,30,1438,0.005791120537,0
0001493152-18-002857,222,118,68,74,52,38,44,18,34,668,0.005796204606,0
0000717423-18-000011,544,282,134,154,98,108,82,80,60,1542,0.00579902795,0
0001564590-18-006602,222,142,68,62,50,36,46,22,30,678,0.00579942665,0
0001558370-18-001460,304,138,118,104,90,88,42,62,36,982,0.005799428511,0
0001213900-18-003099,168,96,88,64,68,42,26,34,22,608,0.005799661452,0
0001628280-18-003300,260,182,112,118,100,68,40,56,34,970,0.005804704408,0
0001581405-18-000007,240,110,82,84,72,38,30,30,32,718,0.005805745194,0
0001144204-18-014981,252,168,90,70,64,84,64,36,40,868,0.005806138334,0
0000355811-18-000009,278,156,80,88,72,36,38,36,38,822,0.005812106505,0
0001193125-18-032207,238,142,84,80,44,44,32,22,38,724,0.005817774772,0
0001029831-18-000006,216,162,106,70,90,46,54,56,42,842,0.005820142694,0
0001058057-18-000009,406,208,112,124,112,68,66,92,62,1250,0.005821429992,0
0001320461-18-000004,398,184,186,114,100,56,94,50,52,1234,0.005823042987,0
0001320461-18-000006,398,184,186,114,100,56,94,50,52,1234,0.005823042987,0
0001509432-18-000015,362,172,112,104,108,86,48,66,72,1130,0.005825232257,0
0001564590-18-005445,460,188,170,144,104,90,90,94,94,1434,0.00582651867,0
0001564590-18-006011,312,180,134,104,60,80,68,36,74,1048,0.005830288581,0
0001453015-18-000005,234,128,106,64,60,70,32,24,40,758,0.005834006648,0
0001213900-18-003555,208,136,94,70,50,38,42,58,48,744,0.005834623773,0
0000769520-18-000003,302,224,136,96,100,56,58,36,32,1040,0.005837795069,0
0000058492-18-000004,576,324,200,184,112,64,90,92,96,1738,0.005844086485,0
0000720858-18-000006,482,266,138,126,94,72,104,78,48,1408,0.005845967987,0
0001062047-18-000012,416,206,160,82,94,90,50,56,74,1228,0.00584616805,0
0001007330-18-000002,402,206,204,90,100,70,60,54,46,1232,0.005847082902,0
0001007330-18-000004,402,206,204,90,100,70,60,54,46,1232,0.005847082902,0
