,,,value,value,value,value,value,value,value
tag,,,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity
fraud,adsh,ddate,,,,,,,
0.0,0001481832-18-000013,20101231.0,298100.0,,,,,,
0.0,0001481832-18-000013,20141231.0,3113270.0,,,,,26388066.0,291581874.0
0.0,0001481832-18-000013,20151231.0,395898441.0,326662884.0,,595908766.0,382946014.0,355188086.0,1042401016.7275
0.0,0001481832-18-000013,20160131.0,2481086.0,,,,,,
0.0,0001481832-18-000013,20160229.0,2630601.0,,,,,,
0.0,0001481832-18-000013,20160331.0,2887443.0,,,43851631.0,,,-6748625.807499999
0.0,0001481832-18-000013,20160430.0,2979196.0,,,,,,
0.0,0001481832-18-000013,20160531.0,3143567.0,,,,11000000.0,,
0.0,0001481832-18-000013,20160630.0,3500968.0,,,51576897.0,,,-4467000.797499999
0.0,0001481832-18-000013,20160731.0,3458513.0,,,,,,
0.0,0001481832-18-000013,20160831.0,3886173.0,,,,,,
0.0,0001481832-18-000013,20160930.0,179449.0,,,60394271.0,,,-8631962.7975
0.0,0001481832-18-000013,20161031.0,4060141.0,,,,,,
0.0,0001481832-18-000013,20161130.0,4255788.0,,,,,,
0.0,0001481832-18-000013,20161231.0,3529860574.0,1611239176.0,,989270700.0,6506293871.0,8818432658.0,2613262552.0375
0.0,0001481832-18-000013,20170131.0,4641149.0,,,,,,
0.0,0001481832-18-000013,20170228.0,4849032.0,,,,,,
0.0,0001481832-18-000013,20170331.0,5136840.0,,,110968938.0,,,20645320.22
0.0,0001481832-18-000013,20170430.0,5000060.0,,,,,,15.25
0.0,0001481832-18-000013,20170531.0,5085694.0,,,,170000.0,,48200015.25
0.0,0001481832-18-000013,20170630.0,5449653.0,,,87870691.0,,,-4494118.765000001
0.0,0001481832-18-000013,20170731.0,5299654.0,,,,,,
0.0,0001481832-18-000013,20170831.0,5412511.0,,,,,,
0.0,0001481832-18-000013,20170930.0,5756798.0,,,91664175.0,5617697548.0,,-8225381.765000001
0.0,0001481832-18-000013,20171031.0,5692370.0,,,,,,
0.0,0001481832-18-000013,20171130.0,5845619.0,,,,,,
0.0,0001481832-18-000013,20171231.0,6353197055.0,2252167408.0,,1600384013.0,10987238526.0,19825724338.0,3474442841.12
0.0,0001482430-18-000005,20100131.0,,,,,,,10.0
0.0,0001482430-18-000005,20140930.0,,,,,,,2400000.0
0.0,0001482430-18-000005,20141130.0,,,,,,10.51,
0.0,0001482430-18-000005,20141231.0,102743000.0,,,,,110781009.99,933096000.0
0.0,0001482430-18-000005,20150831.0,,2400000.0,,,,,
0.0,0001482430-18-000005,20151130.0,,,,,,10.04,
0.0,0001482430-18-000005,20151231.0,156089000.0,508536000.0,,317807000.0,841327000.0,830345009.54,2649160000.65
0.0,0001482430-18-000005,20160331.0,,,,84323000.0,,,0.16
0.0,0001482430-18-000005,20160630.0,,,,95104000.0,,,0.162
0.0,0001482430-18-000005,20160930.0,,,,105669000.0,,,0.16399999999999998
0.0,0001482430-18-000005,20161130.0,,,,,,10.63,
0.0,0001482430-18-000005,20161231.0,3397684000.0,2695966000.0,,1046792000.0,12744032000.0,10860803010.1,2753943000.834
0.0,0001482430-18-000005,20170331.0,,,,110386000.0,,,0.16
0.0,0001482430-18-000005,20170630.0,,,,101451000.0,,,0.162
0.0,0001482430-18-000005,20170930.0,,,,99407000.0,,,0.16399999999999998
0.0,0001482430-18-000005,20171130.0,,,,,,11.73,11.73
0.0,0001482430-18-000005,20171231.0,7032426000.0,2682309000.0,,4703230000.0,17053475000.0,21497725000.0,2720448000.834
0.0,0001482512-18-000031,20141231.0,104508000.0,,,,,142561000.0,2550030000.0
0.0,0001482512-18-000031,20151231.0,3430126000.0,1519229000.0,,813402999.02,6374806000.0,2077046000.0,16417628000.0
0.0,0001482512-18-000031,20160131.0,,,,,,,100000000.0
0.0,0001482512-18-000031,20160331.0,,,,180777000.03,,,
0.0,0001482512-18-000031,20160630.0,,,,179006000.01,,,
0.0,0001482512-18-000031,20160930.0,,,,195387000.02,,,
0.0,0001482512-18-000031,20161231.0,19455003000.0,5092217000.0,8754000.0,1841687001.15,32092012000.0,32015894000.0,20958147000.010002
0.0,0001482512-18-000031,20170228.0,,,,,255000000.0,,
0.0,0001482512-18-000031,20170331.0,0.25,,,241456000.14,,,
0.0,0001482512-18-000031,20170630.0,0.25,,,219115000.01999998,,,
0.0,0001482512-18-000031,20170930.0,0.25,,,251755000.07,,,
0.0,0001482512-18-000031,20171231.0,23270898035.5,5421011000.0,8754000.0,8704215001.970001,34296375000.0,63460414000.0,16178996001.04
0.0,0001482974-18-000018,20141231.0,388197000.0,,,,,52785000.0,1530593000.0
0.0,0001482974-18-000018,20151231.0,34636000.0,196941000.0,,795425000.72,81930000.0,722875000.0,1835996000.7
0.0,0001482974-18-000018,20160331.0,,13593000.0,,82696000.2,,,11203000.0
0.0,0001482974-18-000018,20160630.0,,16199000.0,,82596000.18,,,10528000.0
0.0,0001482974-18-000018,20160930.0,,29102000.0,,-15915000.120000001,,,-17506000.0
0.0,0001482974-18-000018,20161231.0,4115293000.0,1859752000.0,,895016000.4200001,5149865000.0,3724604000.0,3102388010.4300003
0.0,0001482974-18-000018,20170131.0,,,,,5645000.0,,
0.0,0001482974-18-000018,20170331.0,,14849000.0,,50567000.1,,,876000.0
0.0,0001482974-18-000018,20170630.0,,15058000.0,,64462000.14,5337000.0,,5361000.0
0.0,0001482974-18-000018,20170831.0,,,,,15162000.0,,
0.0,0001482974-18-000018,20170930.0,,15263000.0,,43791000.06,,,-2794000.0
0.0,0001482974-18-000018,20171231.0,6908763000.0,2815725000.0,,3512424003.5,3862759000.0,6865957000.0,3817966010.6000004
0.0,0001483096-18-000006,20141231.0,171000000.0,,,,,,28685000000.0
0.0,0001483096-18-000006,20150131.0,,,,,4500000000.0,,
0.0,0001483096-18-000006,20151231.0,42657000000.0,11618000000.0,1098000000.0,11072999993.46,12368000000.0,18053000000.0,17793000000.0
0.0,0001483096-18-000006,20161231.0,113889000000.0,11127000000.0,0.0,24676999999.66,62633000000.0,139717000000.0,25126000000.0
0.0,0001483096-18-000006,20170228.0,,,,,53000000.0,,
0.0,0001483096-18-000006,20170630.0,,,,,57000000.0,,
0.0,0001483096-18-000006,20170930.0,,,,,237000000.0,,
0.0,0001483096-18-000006,20171231.0,121744000000.0,13072000000.0,0.0,30934000001.8,69478000000.0,139670000000.0,28210000000.0
0.0,0001483195-18-000002,20160630.0,46522000.0,,,,,,535200000.0
0.0,0001483195-18-000002,20160930.0,29878000.0,,,,,,
0.0,0001483195-18-000002,20161231.0,178403000.0,128955000.0,,447629000.0,97787000.0,398142000.0,705437000.85
0.0,0001483195-18-000002,20170630.0,19593351000.0,97232000.0,,9541000.0,8414632000.0,13909000.0,1443307000.01
0.0,0001483195-18-000002,20170930.0,30402000.0,,,,,,
0.0,0001483195-18-000002,20171231.0,19762151000.0,185664000.0,,460233000.0,8584349000.0,194968000.0,1465350000.81
0.0,0001483386-18-000003,20141231.0,61.6,,,,,,237152000.0
0.0,0001483386-18-000003,20151231.0,-54957.24,937000.0,,-36246000.0,,143058990.58,328677000.0
0.0,0001483386-18-000003,20161231.0,787577064.04,2517000.0,,8620000.0,24877462.0,539902005.93,405438000.0
0.0,0001483386-18-000003,20171231.0,1085997071.15,3831000.0,,64426000.0,3512974.0,739790006.52,437455000.0
0.0,0001483934-18-000015,20141231.0,116143000.0,,,,,,1162848000.0
0.0,0001483934-18-000015,20150331.0,,0.12,,,,,
0.0,0001483934-18-000015,20150531.0,,0.125,,,,,
0.0,0001483934-18-000015,20150831.0,,0.125,,,,,
0.0,0001483934-18-000015,20151130.0,,0.125,,,,,
0.0,0001483934-18-000015,20151231.0,759114000.0,1277379000.495,,2839974002.55,2969152000.0,1519811000.0,2067141000.0
0.0,0001483934-18-000015,20160131.0,,,,,,13800000.0,
0.0,0001483934-18-000015,20160331.0,,0.125,,,,,
0.0,0001483934-18-000015,20160630.0,,0.125,,,,,
0.0,0001483934-18-000015,20160930.0,,0.125,,,,,
0.0,0001483934-18-000015,20161231.0,8915521000.0,3030532000.625,0.0,1024837999.7,14689937000.0,3765949000.0,1295064000.0
0.0,0001483934-18-000015,20170331.0,,0.01,,,,,
0.0,0001483934-18-000015,20170531.0,,0.01,,,,,
0.0,0001483934-18-000015,20170930.0,,0.01,,,,,
0.0,0001483934-18-000015,20171231.0,13090990000.0,3596436000.05,11482000.0,652476998.54,18685370000.0,10114639000.0,1527383000.0
0.0,0001486159-18-000010,20141231.0,4027472000.0,34522000.0,,,,,1872301000.0
0.0,0001486159-18-000010,20151231.0,28661769000.0,1893276000.0,,-2609320000.0,-38219000.0,9920251000.0,3272413000.0
0.0,0001486159-18-000010,20160131.0,,,,,,,182800000.0
0.0,0001486159-18-000010,20160331.0,,,,-204125000.0,,143083000.0,
0.0,0001486159-18-000010,20160630.0,,,,-208076000.0,,179080000.0,
0.0,0001486159-18-000010,20160930.0,,,,-93586000.0,,177311000.0,
0.0,0001486159-18-000010,20161031.0,,,,,,,583900000.0
0.0,0001486159-18-000010,20161231.0,33051224000.0,1539067000.0,,-325868000.0,17682492000.0,42231984000.0,10360482000.01
0.0,0001486159-18-000010,20170331.0,,,,67742000.0,,285116000.0,
0.0,0001486159-18-000010,20170630.0,,,,38515000.0,,254091000.0,
0.0,0001486159-18-000010,20170930.0,,,,-49884000.0,,304748000.0,
0.0,0001486159-18-000010,20171031.0,,,,,,,302600000.0
0.0,0001486159-18-000010,20171231.0,39483040000.0,2285730000.0,,2537297000.0,17113612000.0,45740526000.0,11079751000.01
0.0,0001486957-18-000007,20130531.0,,,,,,,250000000.0
0.0,0001486957-18-000007,20140228.0,,,,,,,250000000.0
0.0,0001486957-18-000007,20141231.0,429604000.0,9921000.0,,15889000.0,,,1014201000.0
0.0,0001486957-18-000007,20151031.0,,,,,,,300000000.0
0.0,0001486957-18-000007,20151231.0,1727859000.0,1582617000.0,168434000.0,3527240002.45,185602000.0,2124314000.0,399858000.31999993
0.0,0001486957-18-000007,20160331.0,,,,470666000.0,,3533000.0,
0.0,0001486957-18-000007,20160630.0,,,,549212000.0,,4708000.0,
0.0,0001486957-18-000007,20160930.0,,,,482940000.0,,5008000.0,
0.0,0001486957-18-000007,20161231.0,8542496000.0,2114986000.0,253142000.0,4995940003.55,4536481000.0,4367305000.0,3689166000.38
0.0,0001486957-18-000007,20170228.0,,,,,,,150000000.0
0.0,0001486957-18-000007,20170331.0,,,,567153000.0,,3875000.0,
0.0,0001486957-18-000007,20170630.0,,,,571521000.0,,3327000.0,
0.0,0001486957-18-000007,20170930.0,,,,539594000.0,,3630000.0,
0.0,0001486957-18-000007,20171231.0,8988939000.0,2347535000.0,225874000.0,5684002002.96,4713450000.0,4591467000.0,3516811000.44
0.0,0001487052-18-000014,20101231.0,,,,,15886000.0,,
0.0,0001487052-18-000014,20141231.0,157570000.0,5679020.27,,,,,569151000.0
0.0,0001487052-18-000014,20151231.0,7123880006.82,370987084.88,180776000.0,3367083000.0,2421840000.0,37304940000.0,1199847022.86
0.0,0001487052-18-000014,20160331.0,,7257000.0,,160041000.0,,8800000.0,
0.0,0001487052-18-000014,20160630.0,,7982000.0,,169972000.0,,6800000.0,
0.0,0001487052-18-000014,20160930.0,,9431000.0,,183605000.0,,3467000.0,
0.0,0001487052-18-000014,20161231.0,45711369007.77,829439097.5100001,182993000.0,3947188000.0,17734173000.0,47774342000.0,2049819000.6
0.0,0001487052-18-000014,20170131.0,,,,1304000.0,,,
0.0,0001487052-18-000014,20170331.0,,10988000.0,,182255000.0,,22301000.0,
0.0,0001487052-18-000014,20170630.0,,13027000.0,,192402000.0,,6255000.0,
0.0,0001487052-18-000014,20170930.0,,15499000.0,,202116000.0,,7157000.0,
0.0,0001487052-18-000014,20171231.0,50542106010.76,1036460162.99,178559000.0,3752637000.0,22713592000.0,51929471000.0,2252958000.63
0.0,0001487101-18-000006,20141231.0,39601000.0,,,,,,299218000.0
0.0,0001487101-18-000006,20151231.0,18099000.0,84843018.65,8000000.0,952240996.98,11624000.0,51277000.0,270162072.86
0.0,0001487101-18-000006,20160331.0,800000.0,,,,,,
0.0,0001487101-18-000006,20160731.0,,100000.0,,,,,
0.0,0001487101-18-000006,20160831.0,,0.0,,,,,
0.0,0001487101-18-000006,20161231.0,921906000.0,421683020.12,297690000.0,973657998.7299999,982499000.0,219882000.0,145009037.61200002
0.0,0001487101-18-000006,20171231.0,1595187000.0,567406535.44,619684000.0,1210392999.56,2295592000.0,254789000.0,373538039.70199996
0.0,0001487371-18-000040,20141231.0,36855000.0,,,195000.0,,,78024000.0
0.0,0001487371-18-000040,20151231.0,39138000.0,148963000.0,,-2823000.0,11853000.0,-16177000.0,52457000.0
0.0,0001487371-18-000040,20160331.0,,,,-7913000.0,,,
0.0,0001487371-18-000040,20160630.0,,,,-5191000.0,,,
0.0,0001487371-18-000040,20160930.0,,,,-6421000.0,,,
0.0,0001487371-18-000040,20161231.0,435934000.0,592178000.0,,-34943000.0,210739000.0,72539000.0,-253546999.99980003
0.0,0001487371-18-000040,20170331.0,,,,-8755000.0,,,
0.0,0001487371-18-000040,20170630.0,,,,-18013000.0,,,
0.0,0001487371-18-000040,20170930.0,,,,-14333000.0,,,
0.0,0001487371-18-000040,20171231.0,676191000.0,716926000.0,,-40787000.0,314047000.0,114128000.0,-171882999.99979997
0.0,0001487730-18-000030,20160930.0,644700000.0,,,,,,
0.0,0001487730-18-000030,20161231.0,-964400000.0,1851600000.0,,3108800002.2,973000000.0,295700000.0,329900000.38
0.0,0001487730-18-000030,20170930.0,39934900000.0,316100000.0,5122800000.0,5400000.0,61058200000.0,9819400000.0,13109000000.0
0.0,0001487730-18-000030,20171231.0,43934400222.39,2570300000.0,5122100000.0,3628200005.54,61695900000.0,10551300000.0,15333800000.42
0.0,0001487730-18-000038,20140930.0,417200000.0,,,,,,2093900000.0
0.0,0001487730-18-000038,20150930.0,5821900000.0,7831600000.0,2128200000.0,11623500005.34,18185100000.0,1125000000.0,3570500001.27
0.0,0001487730-18-000038,20151231.0,,,,1984800002.48,,,
0.0,0001487730-18-000038,20160331.0,,,,2560600003.1000004,,,
0.0,0001487730-18-000038,20160630.0,,,,2981200003.4300003,,,
0.0,0001487730-18-000038,20160930.0,55841300000.0,8803700000.0,5049500000.0,16559600015.0,65625800000.0,9941400000.0,15293200001.48
0.0,0001487730-18-000038,20161231.0,,,,1943200002.1999998,,,
0.0,0001487730-18-000038,20170331.0,,,,2366200002.0,,,
0.0,0001487730-18-000038,20170630.0,,,,2675400002.62,,,
0.0,0001487730-18-000038,20170930.0,59986800000.0,9223300000.0,5114000000.0,18123200013.33,70142300000.0,15432900000.0,15706600001.65
0.0,0001487952-18-000006,20141231.0,81346000.0,18.92,,,,,146765000.0
0.0,0001487952-18-000006,20151231.0,355982000.0,170572018.92,12603000.0,307749000.0,43647000.0,95606000.0,67082000.0
0.0,0001487952-18-000006,20160331.0,,737000.0,,78370000.0,,0.0,16000.0
0.0,0001487952-18-000006,20160630.0,,1363000.0,,84896000.0,,0.0,-19000.0
0.0,0001487952-18-000006,20160930.0,,1788000.0,,79528000.0,,0.0,32000.0
0.0,0001487952-18-000006,20161231.0,1015013000.0,162839018.92,24831000.0,474939000.0,551966000.0,393105000.0,457572001.1
0.0,0001487952-18-000006,20170331.0,,554000.0,,90039000.0,,0.0,8000.0
0.0,0001487952-18-000006,20170630.0,,315000.0,,99957000.0,,0.0,-3000.0
0.0,0001487952-18-000006,20170930.0,,423000.0,,100971000.0,,1544000.0,70000.0
0.0,0001487952-18-000006,20171231.0,1147594000.0,183125018.92,19645000.0,636530000.0,706864000.0,416288000.0,627392001.1
0.0,0001488139-18-000015,20141231.0,26613000.0,7.721,,,,,286306000.0
0.0,0001488139-18-000015,20151231.0,222763000.0,12200027.020000003,59085000.0,1293432000.0,56111000.0,253128000.0,277681000.0
0.0,0001488139-18-000015,20160331.0,,,,162506000.0,,,
0.0,0001488139-18-000015,20160630.0,,,,196478000.0,,,
0.0,0001488139-18-000015,20160930.0,,,,225108000.0,,,
0.0,0001488139-18-000015,20161231.0,2177207000.0,203620034.73600006,57883000.0,1649042000.0,1711435000.0,880376000.0,537792000.0001
0.0,0001488139-18-000015,20170331.0,,,,159890000.0,,,
0.0,0001488139-18-000015,20170630.0,,,,207904000.0,,,
0.0,0001488139-18-000015,20170930.0,,,,254604000.0,,,
0.0,0001488139-18-000015,20171231.0,2895963000.0,281934048.88799995,60588000.0,1923775000.0,2346703000.0,1156961000.0,656092000.0001
0.0,0001488813-18-000008,20120229.0,,,,,,,17.18
0.0,0001488813-18-000008,20141231.0,404284000.0,,,,,,443145000.0
0.0,0001488813-18-000008,20151231.0,190142006.42,360930000.0,,30629401000.0,202625000.0,1653710000.0,730892000.0
0.0,0001488813-18-000008,20160331.0,,49676000.0,,163755000.0,,29216000.0,18184000.0
0.0,0001488813-18-000008,20160630.0,1400000.0,56346000.0,,185182000.0,,33232000.0,19483000.0
0.0,0001488813-18-000008,20160930.0,,75845000.0,,212048000.0,,35853000.0,21207000.0
0.0,0001488813-18-000008,20161231.0,74216610007.61,1515719000.0,,37286023000.0,29099743000.0,1194573000.0,5266021027.0
0.0,0001488813-18-000008,20170331.0,,70042000.0,,201022000.0,,35806000.0,25747000.0
0.0,0001488813-18-000008,20170630.0,,75659000.0,,216898000.0,,36584000.0,23722000.0
0.0,0001488813-18-000008,20170930.0,,91306000.0,,206983000.0,,25005000.0,7754000.0
0.0,0001488813-18-000008,20171231.0,77612590008.68,1651358000.0,,33207455000.0,33040005000.0,1996310000.0,5734473027.0
0.0,0001489096-18-000023,20160331.0,84570000.0,,,,,,
0.0,0001489096-18-000023,20161231.0,-32329000.0,10992000.0,,566996000.0,-2636000.0,172337000.0,83000.0
0.0,0001489096-18-000023,20170331.0,1194987000.0,8264000.0,122521000.0,300000.0,799466000.0,88052000.0,928262000.002
0.0,0001489096-18-000023,20170930.0,,,,-3326000.0,,,
0.0,0001489096-18-000023,20171231.0,2017671000.0,34720000.0,216198000.0,653397000.0,1814868000.0,185306000.0,1020229000.002
0.0,0001489136-18-000004,20141231.0,255617000.0,,58326000.0,,,,1192296000.0
0.0,0001489136-18-000004,20150331.0,0.34,,,,,,
0.0,0001489136-18-000004,20150531.0,0.38,,,,,,
0.0,0001489136-18-000004,20150831.0,0.42,,,,,,
0.0,0001489136-18-000004,20151130.0,0.45,,,,,,
0.0,0001489136-18-000004,20151231.0,888626000.0,1833148000.0,47226000.0,3501378000.0,1429805000.0,2364669000.0,1481823000.0
0.0,0001489136-18-000004,20160331.0,0.45,305557000.0,,644525000.0,,23071000.0,-22210000.0
0.0,0001489136-18-000004,20160531.0,0.45,,,,,,
0.0,0001489136-18-000004,20160630.0,,279064000.0,,622714000.0,,17078000.0,260958000.0
0.0,0001489136-18-000004,20160831.0,0.45,,,,,,
0.0,0001489136-18-000004,20160930.0,,317662000.0,,690433000.0,,15845000.0,2853000.0
0.0,0001489136-18-000004,20161130.0,0.45,,,,,,
0.0,0001489136-18-000004,20161231.0,6121364000.0,2074954000.0,33480000.0,5104704000.0,5286847000.0,9110308000.0,5137852000.01
0.0,0001489136-18-000004,20170331.0,0.45,449734000.0,,947928000.0,,17091000.0,-10182000.0
0.0,0001489136-18-000004,20170531.0,0.45,,,,,,
0.0,0001489136-18-000004,20170630.0,,465573000.0,,989668000.0,,17753000.0,13236000.0
0.0,0001489136-18-000004,20170831.0,0.45,,,,,,
0.0,0001489136-18-000004,20170930.0,,587888000.0,,1001362000.0,,17367000.0,-56352000.0
0.0,0001489136-18-000004,20171130.0,0.45,,,,,,
0.0,0001489136-18-000004,20171231.0,12750100000.0,3183196000.0,257508000.0,7776876000.0,10032951000.0,22986821000.0,5496399000.02
0.0,0001490281-18-000018,20141231.0,1083166000.0,,,,,,764944000.0
0.0,0001490281-18-000018,20150531.0,,,,350000000.0,,,
0.0,0001490281-18-000018,20150930.0,-285000.0,,,,4092000.0,,
0.0,0001490281-18-000018,20151231.0,899720006.01,3436116000.0,278155000.0,9337275000.06,113960000.0,1620827000.0,1660411000.0
0.0,0001490281-18-000018,20160331.0,,11500000.0,,1300545999.84,1005.4,,-43539000.0
0.0,0001490281-18-000018,20160630.0,,15700000.0,,1349899999.8,,,-48768000.0
0.0,0001490281-18-000018,20160930.0,600000000.0,1200000.0,,1308948999.8600001,,,-34447000.0
0.0,0001490281-18-000018,20161031.0,,,,16014000.0,,,41188000.0
0.0,0001490281-18-000018,20161231.0,6433288003.93,5793970000.0,274115000.0,10113327999.14,7772724000.0,2858584000.0,374606000.0
0.0,0001490281-18-000018,20170331.0,,2700000.0,,1311644999.92,,,-20869000.0
0.0,0001490281-18-000018,20170630.0,,4600000.0,,1307137999.96,,,-5403000.0
0.0,0001490281-18-000018,20170930.0,,11500000.0,,1266916000.0,,,3802000.0
0.0,0001490281-18-000018,20171231.0,7660039003.78,5479946000.0,299427000.0,10907246000.220001,7832282000.0,3553600000.0,723136005.1
0.0,0001490906-18-000024,20160930.0,290304000.0,,,,,,
0.0,0001490906-18-000024,20161231.0,19778000.0,92528000.0,,353354000.0,4352649000.0,209677000.0,216186000.38
0.0,0001490906-18-000024,20170930.0,54654313000.0,410541000.0,,11924000.0,17107064000.0,84818000.0,2875575000.02
0.0,0001490906-18-000024,20171231.0,54107579000.0,598033000.0,,363676000.0,25461535000.0,211459000.0,3059139000.4
0.0,0001492298-18-000008,20130331.0,,,,,,,138300050.0
0.0,0001492298-18-000008,20141231.0,61793000.0,,,,,185994000.0,941823000.0
0.0,0001492298-18-000008,20151231.0,80609000.0,291342000.0,,593961000.0,184146000.0,632893000.0,1741407001.6
0.0,0001492298-18-000008,20161231.0,3194794000.0,1611210000.0,,388059000.0,4950705000.0,7771236000.0,2429341001.69
0.0,0001492298-18-000008,20170831.0,,,,,,,0.01
0.0,0001492298-18-000008,20171130.0,,,,,400000.0,,
0.0,0001492298-18-000008,20171231.0,27073344000.0,4273031000.0,,1432288000.0,24599441000.0,44997170000.0,12560713001.75
0.0,0001492658-18-000012,20081231.0,,,,,2200000.0,,
0.0,0001492658-18-000012,20120831.0,,,,,48100000.0,,
0.0,0001492658-18-000012,20121231.0,,,,56200000.0,,,
0.0,0001492658-18-000012,20141231.0,227326000.0,,,24277000.0,,,278803000.0
0.0,0001492658-18-000012,20150131.0,,,,10000000.0,292000000.0,,
0.0,0001492658-18-000012,20150930.0,10100000.0,,,,,,0.01
0.0,0001492658-18-000012,20151231.0,753367000.0,896322000.39,,-517078004.61000013,411001000.0,324849000.0,1056376000.0
0.0,0001492658-18-000012,20160331.0,-143000.0,219157000.0,600000.0,165237999.61,,134746000.0,
0.0,0001492658-18-000012,20160630.0,-9116000.0,225432000.0,,-200265000.40999997,-3100000.0,136483000.0,
0.0,0001492658-18-000012,20160930.0,4266000.0,218933000.0,,10020999.49000001,,129840000.0,
0.0,0001492658-18-000012,20161231.0,8353070000.0,3260458000.14,851042000.0,-194891004.49,6261353000.0,3076085000.0,-524936999.97
0.0,0001492658-18-000012,20170331.0,7797000.0,199221000.0,,190259999.3,11000000.0,129834000.0,
0.0,0001492658-18-000012,20170630.0,2899000.0,201033000.0,,230146999.6,11200000.0,130818000.0,
0.0,0001492658-18-000012,20170930.0,-1822000.0,201004000.0,,20335999.340000004,11500000.0,131421000.0,
0.0,0001492658-18-000012,20171231.0,5730762000.0,3194953000.19,1016282000.0,1009267998.57,7348154000.0,3592933000.0,-655350999.97
0.0,0001492691-18-000017,20141231.0,17066000.0,,,,,,679275000.0
0.0,0001492691-18-000017,20151231.0,249288005.0,1668476000.0,47050000.0,3251503000.0,-7828000.0,501826000.0,954612000.24
0.0,0001492691-18-000017,20160331.0,,1000000.0,,318575000.0,,,
0.0,0001492691-18-000017,20160630.0,,,,326450000.0,,,
0.0,0001492691-18-000017,20160930.0,,,,328380000.0,,,
0.0,0001492691-18-000017,20161231.0,1992126004.28,1844406023.19,94062000.0,8555441000.0,2188999000.0,4166937000.0,2343647000.24
0.0,0001492691-18-000017,20170331.0,,,,301164000.0,,,
0.0,0001492691-18-000017,20170630.0,,,,309472000.0,,,
0.0,0001492691-18-000017,20170831.0,,,,,,,0.72
0.0,0001492691-18-000017,20170930.0,3400000.0,,,529688000.0,,,
0.0,0001492691-18-000017,20171231.0,16552883006.78,7768672182.959999,8616580000.0,15106685000.0,16437730000.0,12244080000.0,16058727272.17
0.0,0001493152-18-000030,20151231.0,69489.0,,,,,,
0.0,0001493152-18-000030,20160331.0,303801.0,882480.0,,1422575.0,1216032.0,1149183.0,442500.0
0.0,0001493152-18-000030,20161231.0,5360732.0,4145589.0,866782.0,205000.0,15051578.0,19107.0,-7775686.998
0.0,0001493152-18-000030,20170331.0,13283308.0,7281095.0,866782.0,-606001.0,73451530.0,1122466.0,99419766.002
0.0,0001493152-18-000123,20151231.0,69489.0,,,,,,
0.0,0001493152-18-000123,20160630.0,-3582.0,3280556.0,,1146188.0,1214029.0,3902379.0,1515029.0
0.0,0001493152-18-000123,20161231.0,4860732.0,4145589.0,866782.0,203500.0,14889195.0,519107.0,-7775686.998
0.0,0001493152-18-000123,20170331.0,,,,,,248605.0,
0.0,0001493152-18-000123,20170531.0,,,,,297151.0,,
0.0,0001493152-18-000123,20170630.0,13174013.0,9235598.0,866782.0,475677.0,73724690.0,3996190.0,46126593.002000004
0.0,0001493152-18-000227,20131231.0,50379000.0,,,,,,207145000.0
0.0,0001493152-18-000227,20141130.0,,,,1000000000.0,,,66700000015.0
0.0,0001493152-18-000227,20141231.0,3737413675.0,1235750000.0,72592000.0,6520341000.0,161327000.0,87462000.0,217915964.0
0.0,0001493152-18-000227,20150331.0,,147548000.0,,159701000.0,187000.0,20663000.0,
0.0,0001493152-18-000227,20150630.0,,173089000.0,,193274000.0,798000.0,24496000.0,
0.0,0001493152-18-000227,20150831.0,,,,,1676954.0,,
0.0,0001493152-18-000227,20150930.0,,195906000.0,,239164000.0,1214000.0,34463000.0,
0.0,0001493152-18-000227,20151231.0,27458158514.0,3769670846.6,72774000.0,11020890101.0,10980214543.0,425818740.0,961036411.012
0.0,0001493152-18-000227,20160331.0,,257977000.0,0.0,313950000.0,16129000.0,42323000.0,
0.0,0001493152-18-000227,20160630.0,,288617000.0,35400000.0,114717000.0,23349000.0,-31840000.0,
0.0,0001493152-18-000227,20160930.0,2206236749.0,2367893963.0,38700000.0,8544555445.0,79054156.0,152771976.0,-262846940.99800003
0.0,0001493152-18-000227,20161231.0,27503171852.0,4711957915.059999,72683000.0,11289721766.0,11290758757.0,751322265.0,645070714.0120001
0.0,0001493152-18-000227,20170331.0,,,,,,,0.005
0.0,0001493152-18-000227,20170630.0,,,,153514.0,,,6950000.005
0.0,0001493152-18-000227,20170930.0,23114185367.0,3937454980.0,35633000.0,8564472023.0,9349202222.0,837066571.0,1581068891.012
0.0,0001493152-18-000259,20160430.0,1600.0,,,,,,
0.0,0001493152-18-000259,20161031.0,44143.0,361086.0,,-361086.0,99787.0,361086.0,242200.0
0.0,0001493152-18-000259,20170430.0,26685.0,440855.0,,,3207678.0,,-2527876.9999
0.0,0001493152-18-000259,20170630.0,1000000.0,,,,,,
0.0,0001493152-18-000259,20170731.0,,,,,532800.0,,
0.0,0001493152-18-000259,20170831.0,,,,,50000.0,,
0.0,0001493152-18-000259,20171031.0,457485.0,1482127.0,,-1088601.0,5326511.0,688511.0,-3615266.9999
0.0,0001493152-18-000304,20151231.0,69489.0,,,,,,
0.0,0001493152-18-000304,20160930.0,423942.0,3079807.0,,1421820.0,590237.0,4375284.0,1661085.0
0.0,0001493152-18-000304,20161231.0,4860732.0,4145589.0,866782.0,205000.0,14684042.0,519107.0,-7775686.998
