,,,value,value,value,value,value,value,value
tag,,,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity
fraud,adsh,ddate,,,,,,,
0.0,0001558370-18-000988,20170331.0,,0.55,,623059001.84,,,104550000.0
0.0,0001558370-18-000988,20170630.0,,0.55,,519481001.42,,,62877000.0
0.0,0001558370-18-000988,20170930.0,,0.73,,556551001.3,,,60947000.0
0.0,0001558370-18-000988,20171231.0,5078549000.0,3111558000.7349997,136399000.0,5389908007.86,7353351000.0,8289932000.0,2748924000.0
0.0,0001558370-18-000988,20180131.0,45100000.0,,,,,,
0.0,0001558370-18-000988,20180228.0,,0.7425,,,,,
0.0,0001558370-18-000999,20141231.0,288300000.0,,,,,,7382100000.0
0.0,0001558370-18-000999,20151231.0,799900000.0,1749700000.0,6490800000.0,26716700000.0,2021500000.0,7206700000.0,9135900001.34
0.0,0001558370-18-000999,20160331.0,,-66100000.0,,5412000000.0,,1393600000.0,232000000.0
0.0,0001558370-18-000999,20160630.0,,-65300000.0,,5888300000.0,,1440500000.0,263600000.0
0.0,0001558370-18-000999,20160930.0,,-64900000.0,,6209800000.0,,1580800000.0,379500000.0
0.0,0001558370-18-000999,20161231.0,72396300000.0,1263100000.0,6508400000.0,33120200000.0,44879300000.0,41209600000.0,32020000002.42
0.0,0001558370-18-000999,20170331.0,,-62500000.0,,5543400000.0,,1401400000.0,256800000.0
0.0,0001558370-18-000999,20170630.0,,-59600000.0,,6189500000.0,,1494700000.0,298100000.0
0.0,0001558370-18-000999,20170930.0,,-55100000.0,,6564000000.0,,1612000000.0,395800000.0
0.0,0001558370-18-000999,20171231.0,79782400000.0,1168100000.0,7660600000.0,35558900000.0,49104200000.0,45762900000.0,37555500002.520004
0.0,0001558370-18-001004,20141231.0,305100000.0,,,,,,363800000.0
0.0,0001558370-18-001004,20151231.0,1584100000.0,3363600000.0,241600000.0,5809900000.0,561400000.0,1787500000.0,881500000.0
0.0,0001558370-18-001004,20160331.0,,4900000.0,,518500000.0,,,29700000.0
0.0,0001558370-18-001004,20160630.0,,6500000.0,,533400000.0,,,29600000.0
0.0,0001558370-18-001004,20160930.0,,6000000.0,,587800000.0,,,40700000.0
0.0,0001558370-18-001004,20161231.0,6793300000.0,3652400000.0,323700000.0,6655800000.0,7593400000.0,8079700000.0,1427400000.75
0.0,0001558370-18-001004,20170331.0,,6300000.0,,500900000.0,,,10100000.0
0.0,0001558370-18-001004,20170630.0,,6300000.0,,598000000.0,,,39600000.0
0.0,0001558370-18-001004,20170930.0,,6200000.0,,661300000.0,,,55600000.0
0.0,0001558370-18-001004,20171231.0,7729200000.0,3867000000.0,323700000.0,4079000000.0,8056900000.0,9765200000.0,2031200000.75
0.0,0001558370-18-001010,20141231.0,301100000.0,,,,,,912400000.0
0.0,0001558370-18-001010,20150930.0,23000000.0,,,,,,59700000.0
0.0,0001558370-18-001010,20151231.0,2233000000.66,1164100000.25,823200000.0,1546700000.0,25100000.0,549100000.0,444000000.0
0.0,0001558370-18-001010,20160331.0,0.17,,,479400000.0,,,16200000.0
0.0,0001558370-18-001010,20160630.0,0.18,,,521800000.0,,,28600000.0
0.0,0001558370-18-001010,20160930.0,0.18,,,483100000.0,,,21900000.0
0.0,0001558370-18-001010,20161231.0,6329100000.889999,1044400000.29,1443300000.0,3037000000.0,6102900000.0,1708600000.0,1685000000.1
0.0,0001558370-18-001010,20170331.0,0.18,,,491000000.0,,,21700000.0
0.0,0001558370-18-001010,20170630.0,0.19,,,535200000.0,,,27200000.0
0.0,0001558370-18-001010,20170930.0,0.19,,,517400000.0,,,26500000.0
0.0,0001558370-18-001010,20171031.0,,,547500000.0,,,,
0.0,0001558370-18-001010,20171231.0,5690700000.940001,1090000000.28,1453000000.0,3340200000.0,5016300000.0,1870400000.0,1964800000.1
0.0,0001558370-18-001012,20141231.0,481934000.0,,,,,,984543000.0
0.0,0001558370-18-001012,20150131.0,,,,,,,46300000.0
0.0,0001558370-18-001012,20151231.0,2259304000.0,615426000.0,338340000.0,2447174000.0,821539000.0,393721000.0,1325529128.72
0.0,0001558370-18-001012,20160331.0,2100000.0,,,,,,
0.0,0001558370-18-001012,20160630.0,87400000.0,4400000.0,,2300000.0,,,
0.0,0001558370-18-001012,20161231.0,19081612000.0,343333737000.0,338340000.0,3400908000.0,24574972000.0,1048514000.0,3049370134.62
0.0,0001558370-18-001012,20170430.0,,,0.0,,,,
0.0,0001558370-18-001012,20170930.0,,,,,,753000.0,
0.0,0001558370-18-001012,20171231.0,37392262000.0,4277068000.0,999586000.0,4025439000.0,45946827000.0,1571432000.0,5083503259.03
0.0,0001558370-18-001016,20141231.0,574726000.0,,,,,,786084000.0
0.0,0001558370-18-001016,20151231.0,1453424000.0,2443230000.0,,4241998002.85,-35125000.0,693645000.0,1374147001.75
0.0,0001558370-18-001016,20160331.0,,,,361885000.0,,,
0.0,0001558370-18-001016,20160630.0,,,,353886000.0,,,
0.0,0001558370-18-001016,20160930.0,,,,357994000.0,,,
0.0,0001558370-18-001016,20161231.0,4416821000.0,2254362000.0,106970000.0,3711955001.9,2808216000.0,1061657000.0,3175160002.85
0.0,0001558370-18-001016,20170331.0,,,,320435000.0,,,
0.0,0001558370-18-001016,20170630.0,,,,310718000.0,,,
0.0,0001558370-18-001016,20170930.0,,,,343029000.0,,,
0.0,0001558370-18-001016,20171231.0,4335047000.0,2358205000.0,106970000.0,3525910001.69,3590796000.0,1678624000.0,3123832002.89
0.0,0001558370-18-001020,20141231.0,2957637000.0,,,,,92665000.0,1582684000.0
0.0,0001558370-18-001020,20151231.0,4163978000.0,390364000.0,,1192139000.0,608242000.0,886101000.0,3575484001.7678
0.0,0001558370-18-001020,20160331.0,,,,110027000.0,,,0.27
0.0,0001558370-18-001020,20160630.0,,,,122219000.0,,,0.27
0.0,0001558370-18-001020,20160930.0,,,,133341000.0,,,0.29
0.0,0001558370-18-001020,20161231.0,15412285000.0,685831000.0,,1498829000.0,14662473000.0,21186194000.0,6515663003.62
0.0,0001558370-18-001020,20170331.0,,,,139361000.0,,,220800000.29
0.0,0001558370-18-001020,20170630.0,,,,175268000.0,,,0.29
0.0,0001558370-18-001020,20170930.0,,,,139124000.0,,,0.31
0.0,0001558370-18-001020,20171231.0,32526507000.0,1063679000.0,,7867803000.0,23121369000.0,44405275000.0,8591104003.880001
0.0,0001558370-18-001023,20141231.0,389854000.0,,,,,,433451000.0
0.0,0001558370-18-001023,20151231.0,778162000.0,659092000.0,90338000.0,13130235000.0,28265000.0,611750000.0,615769000.0
0.0,0001558370-18-001023,20160331.0,,104289000.0,,109699000.0,,49337000.0,
0.0,0001558370-18-001023,20160630.0,,151910000.0,,179879000.0,,78131000.0,
0.0,0001558370-18-001023,20160930.0,,170451000.0,,184414000.0,,77956000.0,
0.0,0001558370-18-001023,20161231.0,7673135000.0,971055000.0,102502000.0,13720430000.0,8379761000.0,1274763000.0,1869330000.01
0.0,0001558370-18-001023,20170331.0,,158561000.0,,201733000.0,,88461000.0,
0.0,0001558370-18-001023,20170630.0,,173841000.0,,200974000.0,,88942000.0,
0.0,0001558370-18-001023,20170930.0,937900000.0,203509000.0,,214114000.0,,87039000.0,
0.0,0001558370-18-001023,20171231.0,6377827000.0,1211804000.0,151114000.0,18714800000.0,7550331000.0,1088191000.0,2510358000.01
0.0,0001558370-18-001026,20140531.0,,,,,,,100000000.0
0.0,0001558370-18-001026,20141231.0,86122000.0,,,,,,614956000.0
0.0,0001558370-18-001026,20151231.0,33794000.50999999,2813539000.0,121371000.0,4703604000.0,20430000.0,423895000.0,1012456000.85
0.0,0001558370-18-001026,20160331.0,,462748000.0,,603963000.0,,,0.19
0.0,0001558370-18-001026,20160630.0,,459026000.0,,592195000.0,,,0.19
0.0,0001558370-18-001026,20160930.0,,443169000.0,,545780000.0,,,0.19
0.0,0001558370-18-001026,20161231.0,1885610000.57,3656229000.0,116571000.0,5968635000.0,2178052000.0,3180644000.0,2624605001.142
0.0,0001558370-18-001026,20170331.0,,518664000.0,,651021000.0,,,0.21
0.0,0001558370-18-001026,20170630.0,,512048000.0,,658057000.0,,,0.21
0.0,0001558370-18-001026,20170930.0,,494996000.0,,617032000.0,,,0.21
0.0,0001558370-18-001026,20171231.0,2127194000.63,4041840000.0,125509000.0,6643632000.0,2513328000.0,5200573000.0,2997604001.262
0.0,0001558370-18-001028,20141231.0,2610000000.0,,,,1296000000.0,,1951000000.0
0.0,0001558370-18-001028,20150331.0,407000000.0,,,,,,
0.0,0001558370-18-001028,20151231.0,15085000000.5,16671000000.0,,38316000000.76,3148000000.0,12215000000.0,2567000000.0
0.0,0001558370-18-001028,20160331.0,0.125,4000000.0,,4647000000.66,,,206000000.0
0.0,0001558370-18-001028,20160630.0,215000000.125,32000000.0,,5145000000.84,,,253000000.0
0.0,0001558370-18-001028,20160930.0,0.125,76000000.0,,4611000000.26,,,120000000.0
0.0,0001558370-18-001028,20161231.0,66946000000.625,19012000000.0,242000000.0,43181000003.770004,81331000000.0,33950000000.0,981000000.0100002
0.0,0001558370-18-001028,20170331.0,0.125,18000000.0,,4983000000.690001,,,243000000.0
0.0,0001558370-18-001028,20170630.0,0.125,6000000.0,,5681000001.01,,,323000000.0
0.0,0001558370-18-001028,20170831.0,,18000000.0,,475000000.0,1932000000.0,,
0.0,0001558370-18-001028,20170930.0,0.125,2000000.0,,5935000000.7,,,293000000.0
0.0,0001558370-18-001028,20171231.0,78272668000.625,20902000000.0,280000000.0,52099000006.84,81834000000.0,37910000000.0,17407000000.010002
0.0,0001558370-18-001028,20180131.0,,,,,,,0.6125
0.0,0001558370-18-001034,20141231.0,180334000.0,17.0,,1528000.0,,,286740000.0
0.0,0001558370-18-001034,20151231.0,-104721000.0,587113050.8199999,,1120559000.0,159626000.0,1016356000.0,317180000.0
0.0,0001558370-18-001034,20160331.0,,123231000.0,,124813000.0,,,859000.0
0.0,0001558370-18-001034,20160630.0,,180800000.0,,415522000.0,,,7296000.0
0.0,0001558370-18-001034,20160930.0,,193492000.0,,217286000.0,,,11935000.0
0.0,0001558370-18-001034,20161231.0,2585366000.0,1060752050.9,19285000.0,1767127000.0,1961905000.0,1701399000.0,1418767001.0
0.0,0001558370-18-001034,20170331.0,,151380000.0,,156258000.0,,,4168000.0
0.0,0001558370-18-001034,20170630.0,,199725000.0,,201019000.0,,,1469000.0
0.0,0001558370-18-001034,20170930.0,,208088000.0,,205134000.0,,,-2349000.0
0.0,0001558370-18-001034,20171231.0,3235728000.0,1194324052.0,30290000.0,1955254000.0,4199727000.0,1845672000.0,1341655001.0
0.0,0001558370-18-001041,20141231.0,57000000.0,,,,,,1415000000.0
0.0,0001558370-18-001041,20151231.0,3486000000.0,3047000000.0,,2353999993.24,208000000.0,1804000000.0,-938000000.0
0.0,0001558370-18-001041,20160331.0,,524000000.0,,491999998.96,,,-103000000.0
0.0,0001558370-18-001041,20160630.0,,556000000.0,,552999999.5,,,-50000000.0
0.0,0001558370-18-001041,20160930.0,,498000000.0,,529999999.86,,,-9000000.0
0.0,0001558370-18-001041,20161231.0,10696000000.0,2902000000.0,,4331999998.24,9355000000.0,6369000000.0,-361999999.9990001
0.0,0001558370-18-001041,20170331.0,,489000000.0,,523999999.54,,,-37000000.0
0.0,0001558370-18-001041,20170630.0,,486000000.0,,596000000.58,,,65000000.0
0.0,0001558370-18-001041,20170930.0,,462000000.0,,635000000.96,,,104000000.0
0.0,0001558370-18-001041,20171231.0,12577000000.0,4086000000.0,,7626000003.8,11132000000.0,8127000000.0,3106000000.001
0.0,0001558370-18-001043,20141231.0,295883000.0,,,,,,1687576000.0
0.0,0001558370-18-001043,20151231.0,786811000.0,2962168000.0,1545424000.0,10928719003.95,79910000.0,1787775000.0,4936008000.4
0.0,0001558370-18-001043,20161231.0,15324083000.0,5746268000.0,6546784000.0,13929711003.47,23803722000.0,3838532000.0,9328836000.5
0.0,0001558370-18-001043,20170131.0,,,,,,,79800000.0
0.0,0001558370-18-001043,20170531.0,,,0.0,,,,
0.0,0001558370-18-001043,20171031.0,,,,,,,71.26
0.0,0001558370-18-001043,20171130.0,,,,,,,73.05
0.0,0001558370-18-001043,20171231.0,12713653000.0,6914068000.0,6538898000.0,16608213006.349998,21935220000.0,4781454000.0,12832680149.189999
0.0,0001558370-18-001077,20141231.0,406170000.0,,,,,,1103916000.0
0.0,0001558370-18-001077,20150930.0,,,,,,,0.01
0.0,0001558370-18-001077,20151231.0,3257661000.0,2621558000.0,623710000.0,3542548000.0,64016000.0,2728743000.0,1813753000.0
0.0,0001558370-18-001077,20160331.0,,,,799938000.0,,,43863145.669999994
0.0,0001558370-18-001077,20160630.0,,,,871545000.0,,,59048154.81999999
0.0,0001558370-18-001077,20160930.0,,,,814403000.0,,,53098156.809999995
0.0,0001558370-18-001077,20161031.0,,,,,,,350000000.0
0.0,0001558370-18-001077,20161231.0,7701305000.0,2651209000.0,915556000.0,5047614000.0,6110090000.0,11293925000.0,5276661297.79
0.0,0001558370-18-001077,20170331.0,,1500000.0,,834602000.0,,,51820149.629999995
0.0,0001558370-18-001077,20170630.0,,,,865991000.0,,,65174163.75
0.0,0001558370-18-001077,20170930.0,,,,856721000.0,,,53523171.8
0.0,0001558370-18-001077,20171231.0,9976144000.0,2801362000.0,927369000.0,5514046000.0,9337181000.0,13619530000.0,6704122337.74
0.0,0001558370-18-001087,20141231.0,23675000.0,,,,,,251337000.0
0.0,0001558370-18-001087,20151231.0,982646000.0,483772000.0,191823000.0,966051000.0,92730000.0,261270000.0,303393000.0
0.0,0001558370-18-001087,20160331.0,,,,171826000.0,,,0.18
0.0,0001558370-18-001087,20160531.0,,,,,,,25000000.0
0.0,0001558370-18-001087,20160630.0,,,,185282000.0,,,0.18
0.0,0001558370-18-001087,20160930.0,,,,195207000.0,,,0.18
0.0,0001558370-18-001087,20161231.0,2937373000.0,410718000.0,194054000.0,1147611000.0,2297403000.0,1055313000.0,637463000.91
0.0,0001558370-18-001087,20170331.0,,,,159451000.0,,,0.18
0.0,0001558370-18-001087,20170630.0,,,,182898000.0,,,0.18
0.0,0001558370-18-001087,20170930.0,,,,195441000.0,,,0.18
0.0,0001558370-18-001087,20171231.0,3224636000.0,433871000.0,201539000.0,1150288000.0,3316393000.0,1147915000.0,721440049.4499999
0.0,0001558370-18-001091,20141231.0,5416000.0,,,,,,-6427000.0
0.0,0001558370-18-001091,20151231.0,15513002.85,73289003.81,,136655999.7,1172000.0,16535000.0,4031000.0
0.0,0001558370-18-001091,20160831.0,,,,,1500000.0,,
0.0,0001558370-18-001091,20161231.0,298928006.46,164235004.23,,285093000.33000004,152507000.0,31605000.0,118573000.002
0.0,0001558370-18-001091,20170331.0,,,,31144000.0,,,-1504000.0
0.0,0001558370-18-001091,20170630.0,,,,46224000.0,,,3787000.0
0.0,0001558370-18-001091,20170930.0,,,,50296000.0,,,1342000.0
0.0,0001558370-18-001091,20171231.0,307614015.27,206470004.23,,317329000.65,183197000.0,58343000.0,102155000.002
0.0,0001558370-18-001095,20141231.0,744651000.0,72.61,,,,157182000.0,2227506000.0
0.0,0001558370-18-001095,20151231.0,351286000.0,1639382315.1899998,,1816580000.0,642795000.0,1405091000.0,2830195000.0
0.0,0001558370-18-001095,20160331.0,,,,577415000.0,,,143765000.0
0.0,0001558370-18-001095,20160630.0,,,,354120000.0,,,6970000.0
0.0,0001558370-18-001095,20160930.0,,,,251045000.0,,,7973000.0
0.0,0001558370-18-001095,20161231.0,10099931000.0,2780257371.55,1307000.0,3885725000.0,16096825000.0,16189459000.0,8693179000.02
0.0,0001558370-18-001095,20170331.0,,,,314975000.0,-46400000.0,,5659000.0
0.0,0001558370-18-001095,20170531.0,,,,,200000000.0,,
0.0,0001558370-18-001095,20170630.0,,,,365892000.0,,,3120000.0
0.0,0001558370-18-001095,20170930.0,,,,293624000.0,,,10504000.0
0.0,0001558370-18-001095,20171231.0,10340647000.0,3344612308.74,1307000.0,7703175000.0,23697354000.0,48003315000.0,10731482000.02
0.0,0001558370-18-001095,20180228.0,,,,,,,57267574.33
0.0,0001558370-18-001097,20141231.0,132275000.0,,,,,,1400346000.0
0.0,0001558370-18-001097,20151231.0,5866489000.0,4753488013.5,,8252430000.0,1310100000.0,1271784000.0,1904707015.1399999
0.0,0001558370-18-001097,20160331.0,,,,823884000.0,,,27092000.0
0.0,0001558370-18-001097,20160630.0,,,,885475000.0,,,40244000.0
0.0,0001558370-18-001097,20160930.0,,,,885610000.0,,,41322000.0
0.0,0001558370-18-001097,20161231.0,13587135000.0,5224923020.87,,8166223000.0,14817063000.0,18148341000.0,2867251000.19
0.0,0001558370-18-001097,20170331.0,,,,841710000.0,,,34786000.0
0.0,0001558370-18-001097,20170630.0,,,,916355000.0,,,50477000.0
0.0,0001558370-18-001097,20170930.0,,,,944305000.0,,,53716000.0
0.0,0001558370-18-001097,20171231.0,12862249000.0,4806530033.96,,9599355000.0,17406541000.0,20306856000.0,5467395041.679999
0.0,0001558370-18-001107,20141231.0,139921000.0,,,,,,453786000.0
0.0,0001558370-18-001107,20151231.0,258809000.0,27782000.0,124562000.0,4057796000.0,120310000.0,343397000.0,559475000.205
0.0,0001558370-18-001107,20160229.0,,,,,,,0.055
0.0,0001558370-18-001107,20160331.0,,,,475332000.0,,,
0.0,0001558370-18-001107,20160430.0,,,,,,,0.055
0.0,0001558370-18-001107,20160630.0,,,,510439000.0,,,
0.0,0001558370-18-001107,20160731.0,,,,,,,0.055
0.0,0001558370-18-001107,20160831.0,,,,,,,5000000.0
0.0,0001558370-18-001107,20160930.0,,,2716000.0,567217000.0,,,
0.0,0001558370-18-001107,20161031.0,,,,,,,0.055
0.0,0001558370-18-001107,20161231.0,3676634000.0,11518437000.0,135723000.0,7509324000.0,3702855000.0,1428120000.0,1077376024.2402
0.0,0001558370-18-001107,20170228.0,,,,,,,5000000.055
0.0,0001558370-18-001107,20170331.0,,,,632758000.0,,,5000023.1
0.0,0001558370-18-001107,20170430.0,,,,,,,0.055
0.0,0001558370-18-001107,20170630.0,,,,759589000.0,,,
0.0,0001558370-18-001107,20170731.0,,,,,,,0.055
0.0,0001558370-18-001107,20170930.0,,,,721463000.0,,,
0.0,0001558370-18-001107,20171031.0,,,,,,,0.06
0.0,0001558370-18-001107,20171231.0,3819714000.0,13012786000.0,179522000.0,8982553000.0,3999514000.0,1732346000.0,1254238000.2252
0.0,0001558370-18-001156,20141231.0,8072000.0,,,,,,233192000.0
0.0,0001558370-18-001156,20151231.0,220975000.0,178172000.0,277061000.0,874206000.0,242096000.0,588443000.0,375582000.0
0.0,0001558370-18-001156,20160331.0,,,,229081000.0,,,
0.0,0001558370-18-001156,20160630.0,,,,233077000.0,,,
0.0,0001558370-18-001156,20160930.0,,,,240134000.0,,,
0.0,0001558370-18-001156,20161231.0,1631584000.0,199872000.0,333891000.0,1361036000.0,2227343000.0,751547000.0,996734000.15
0.0,0001558370-18-001156,20170131.0,,,,,,,297400044.5
0.0,0001558370-18-001156,20170331.0,,,,299989000.0,,,
0.0,0001558370-18-001156,20170630.0,,,,302190000.0,,,
0.0,0001558370-18-001156,20170930.0,,,,287997000.0,,,
0.0,0001558370-18-001156,20171231.0,1770211000.0,260623000.0,581132000.0,1432150000.0,2289944000.0,1062033000.0,1836536061.83
0.0,0001558370-18-001164,20141231.0,45533450.07,7.29,,,,,205004118.0
0.0,0001558370-18-001164,20151231.0,-39075131.760000005,86212037.24,,-76557209.0,-837917.0,17698037.0,172596052.0
0.0,0001558370-18-001164,20160331.0,,6531000.0,,-20294000.0,,3820000.0,
0.0,0001558370-18-001164,20160630.0,,6788000.0,,-27911000.0,,7394000.0,
0.0,0001558370-18-001164,20160930.0,,5985000.0,,-17383000.0,,2988000.0,
0.0,0001558370-18-001164,20161231.0,829090151.3000001,102376707.49000001,,-4611727.0,160281095.0,40023010.0,416636990.001
0.0,0001558370-18-001164,20170331.0,,7994000.0,,-22966000.0,,3745000.0,
0.0,0001558370-18-001164,20170630.0,,8655000.0,,-23475000.0,,3306000.0,
0.0,0001558370-18-001164,20170930.0,16493000.0,4090000.0,,-46501000.0,,3011000.0,
0.0,0001558370-18-001164,20171231.0,624399178.22,119341978.44000001,,121749073.0,114259837.0,34748151.0,200732487.001
0.0,0001558370-18-001167,20141231.0,46436000.0,,,,,,-67535000.0
0.0,0001558370-18-001167,20151231.0,102374000.0,85086000.0,56342000.0,-55963000.0,22486000.0,56519000.0,602272000.0
0.0,0001558370-18-001167,20160331.0,,19393000.0,,23492000.0,,13145000.0,-15142000.0
0.0,0001558370-18-001167,20160630.0,,20028000.0,,23238000.0,,12838000.0,-14869000.0
0.0,0001558370-18-001167,20160930.0,,29588000.0,,14048000.0,8454000.0,14905000.0,-29584000.0
0.0,0001558370-18-001167,20161231.0,822241000.0,180916000.0,320026000.0,250373000.0,529150000.0,102322000.0,487820000.001
0.0,0001558370-18-001167,20170331.0,,28123000.0,,54788000.0,,17095000.0,-15504000.0
0.0,0001558370-18-001167,20170630.0,,30239000.0,,58650000.0,,18541000.0,-15266000.0
0.0,0001558370-18-001167,20170930.0,,44988000.0,,76357000.0,1457000.0,28356000.0,-31200000.0
0.0,0001558370-18-001167,20171231.0,2586421000.0,344817000.0,808856000.0,404528000.0,2017001000.0,234049000.0,1581057000.001
0.0,0001558370-18-001168,20141231.0,2965000.0,,,,,,952291000.0
0.0,0001558370-18-001168,20151231.0,334297000.0,266195000.0,1806062000.0,3554580004.1899996,231196000.0,382587000.0,989844000.0
0.0,0001558370-18-001168,20160331.0,,,,545478000.58,,,
0.0,0001558370-18-001168,20160630.0,,,,587297000.8199999,,,
0.0,0001558370-18-001168,20160930.0,,,,649474001.3,,,
0.0,0001558370-18-001168,20161231.0,3260191000.0,78208000.0,3615175000.0,6484987004.99,4284473000.0,997609000.0,2172847000.02
0.0,0001558370-18-001168,20170331.0,,,,536107999.9,,,
0.0,0001558370-18-001168,20170630.0,,,,678783001.27,,,
0.0,0001558370-18-001168,20170930.0,,,,722231001.78,,,
0.0,0001558370-18-001168,20171231.0,3143294000.0,102734000.0,3742642000.0,7525241014.66,5393213000.0,1213419000.0,2826222000.02
0.0,0001558370-18-001172,20141231.0,482677000.0,,,,,,331630000.0
0.0,0001558370-18-001172,20150731.0,,,,,,,298500000.0
0.0,0001558370-18-001172,20151231.0,-3098947.299999997,795531769.0,,-1958415000.0,534684000.0,36120000.0,457464211.0
0.0,0001558370-18-001172,20160331.0,-516000.0,159559000.0,,-175688000.0,2104000.0,9827000.0,-87581000.0
0.0,0001558370-18-001172,20160630.0,130269000.0,224375000.0,,-316367000.0,2106000.0,9552000.0,-158373000.0
0.0,0001558370-18-001172,20160930.0,500000.0,118338000.0,,-131658000.0,2108000.0,9162000.0,-65922000.0
0.0,0001558370-18-001172,20161231.0,3190769016.62,897708139.0,57192000.0,-2076037000.0,1385408000.0,72176000.0,-493227278.998
0.0,0001558370-18-001172,20170131.0,,,,,,,221200000.0
0.0,0001558370-18-001172,20170331.0,0.0,95653000.0,,-108691000.0,2581000.0,29596000.0,-58547000.0
0.0,0001558370-18-001172,20170630.0,0.0,105467000.0,,-452314000.0,2598000.0,36521000.0,147933000.0
0.0,0001558370-18-001172,20170930.0,0.0,116257000.0,,-102717000.0,2618000.0,35383000.0,-61898000.0
0.0,0001558370-18-001172,20171130.0,,,,,,2500000.0,
0.0,0001558370-18-001172,20171231.0,4879250048.79,1093056009.08,65217000.0,-1763244000.0,2547835000.0,260294000.0,1565422242.0019999
0.0,0001558370-18-001176,20141231.0,20122000.0,,,,,,98715000.0
0.0,0001558370-18-001176,20151231.0,47248016.93,1693482000.0,79657000.0,2136154000.0,26164000.0,902392000.0,682378000.63
0.0,0001558370-18-001176,20160331.0,,,,497675000.0,,,0.175
0.0,0001558370-18-001176,20160630.0,,,,482336000.0,,,0.175
0.0,0001558370-18-001176,20160930.0,,,,477292000.0,,,0.2
0.0,0001558370-18-001176,20161231.0,1130525013.96,1980382046.58,96363000.0,2973895000.02,2086031000.0,1618575000.0,1379836000.97
0.0,0001558370-18-001176,20170331.0,,,,521375000.0,,,0.2
0.0,0001558370-18-001176,20170630.0,,,,495533000.0,,,0.2
0.0,0001558370-18-001176,20170930.0,,,,487041000.0,,,0.225
0.0,0001558370-18-001176,20171231.0,1215403019.88,2082861283.75,88255000.0,2699288000.0,3014198999.8,2247395000.0,1631862001.095
0.0,0001558370-18-001177,20141231.0,256979000.0,,,,,,794575000.0
0.0,0001558370-18-001177,20150331.0,,40332000.0,,82910000.0,38026000.0,1453000.0,823000.0
0.0,0001558370-18-001177,20150630.0,,44055000.0,,83470000.0,36997000.0,1858000.0,-649000.0
0.0,0001558370-18-001177,20150930.0,,42306000.0,,84810000.0,34972000.0,3710000.0,56000.0
0.0,0001558370-18-001177,20151231.0,219659000.2,393870019.84,,1025390000.0,271933000.0,519931000.0,986319000.0
0.0,0001558370-18-001177,20160331.0,,38418000.0,,87955000.0,27419000.0,10619000.0,440000.0
0.0,0001558370-18-001177,20160630.0,,37033000.0,,89215000.0,28296000.0,6457000.0,5486000.0
0.0,0001558370-18-001177,20160930.0,,37070000.0,,99445000.0,31771000.0,5293000.0,10009000.0
0.0,0001558370-18-001177,20161231.0,15213703000.220001,1253380019.81,59630000.0,1604625000.0,10390969000.0,2001325000.0,2370317000.0
0.0,0001558370-18-001177,20170331.0,,38623000.0,,89176000.0,32927000.0,1795000.0,7018000.0
0.0,0001558370-18-001177,20170630.0,,37879000.0,,101445000.0,32748000.0,4025000.0,11384000.0
0.0,0001558370-18-001177,20170930.0,,39286000.0,,98992000.0,34018000.0,3880000.0,8964000.0
0.0,0001558370-18-001177,20171231.0,16694115000.34,1294710134.6899998,59630000.0,1671721000.0,11032595000.0,1989026000.0,2145340000.01
0.0,0001558370-18-001202,20141231.0,54649000.0,,,,,,59290000.0
0.0,0001558370-18-001202,20151231.0,-65053000.0,94873000.0,,15423000.0,6135000.0,14993000.0,357822000.0
0.0,0001558370-18-001202,20160331.0,,,,-5879000.0,,,
0.0,0001558370-18-001202,20160630.0,,,,161719000.0,,,
0.0,0001558370-18-001202,20160930.0,,,,-9511000.0,,,
0.0,0001558370-18-001202,20161231.0,1191419000.0,1095844000.0,,564912000.0,672541000.0,36694000.0,403387000.02
0.0,0001558370-18-001202,20170331.0,,,,-25814000.0,,,
0.0,0001558370-18-001202,20170630.0,,,,-1215000.0,,,
0.0,0001558370-18-001202,20170930.0,,,,-24962000.0,,,
0.0,0001558370-18-001202,20171231.0,1591751000.0,1126468000.0,,4575496000.0,1665679000.0,66015000.0,-146349973.60000002
0.0,0001558370-18-001207,20141231.0,21576000.0,,,,,180167000.0,380185000.0
0.0,0001558370-18-001207,20151231.0,1650077000.0,828182000.0,,2456328000.0,1032208000.0,1437593000.0,2320829000.0
0.0,0001558370-18-001207,20160331.0,15400000.32,,,223724000.0,,,5889000.0
0.0,0001558370-18-001207,20160630.0,17400000.36,,,225438000.0,,,5100000.0
0.0,0001558370-18-001207,20160930.0,19700000.36,,,237016000.0,,,5730000.0
0.0,0001558370-18-001207,20161231.0,6775717001.759999,2136474000.0,347686000.0,2944468000.0,9018894000.0,14641066000.0,3025870000.01
0.0,0001558370-18-001207,20170331.0,19700000.36,,,244894000.0,,,4877000.0
0.0,0001558370-18-001207,20170630.0,21400000.39,,,246604000.0,,,4040000.0
0.0,0001558370-18-001207,20170930.0,21600000.39,,,267988000.0,,,6507000.0
0.0,0001558370-18-001207,20171231.0,9660549001.92,2507369000.0,347686000.0,3644068000.0,14943739000.0,24268735000.0,2404636000.01
0.0,0001558370-18-001216,20140531.0,,,,,,,500000000.0
0.0,0001558370-18-001216,20140930.0,,,,,,,250000000.0
0.0,0001558370-18-001216,20141231.0,309922000.0,,,,,643000.0,3938808000.0
